case_index,pack_index,pack_case_index,adventure_index,adventure_id,adventure_title,source_book,publisher,page_count,dimension,profile,model_alias,runtime_key,manifest_path
331,7,1,31,ADV-0377,The Drowned City,Critical Role: Call of the Netherdeep,Wizards of the Coast,18,# of Sessions,nos-clean-blind-v1,qwen27,base,experiments/production-backlog-016/production-backlog-016-qwen27-nos-adv0377-v1.yml
332,7,2,31,ADV-0377,The Drowned City,Critical Role: Call of the Netherdeep,Wizards of the Coast,18,Exploration Emphasis,ee-clean-reset-v0.5,gptoss,ee,experiments/production-backlog-016/production-backlog-016-gptoss-ee-adv0377-v1.yml
333,7,3,31,ADV-0377,The Drowned City,Critical Role: Call of the Netherdeep,Wizards of the Coast,18,GM Preparation Burden,gmpb-v0.6-dependency-fan-out,gemma,gmpb,experiments/production-backlog-016/production-backlog-016-gemma-gmpb-adv0377-v1.yml
334,7,4,31,ADV-0377,The Drowned City,Critical Role: Call of the Netherdeep,Wizards of the Coast,18,Combat Emphasis,production-base,qwen,base,experiments/production-backlog-016/production-backlog-016-qwen-combat-adv0377-v1.yml
335,7,5,31,ADV-0377,The Drowned City,Critical Role: Call of the Netherdeep,Wizards of the Coast,18,Social Interaction Emphasis,phase6-v0.3,qwen,base,experiments/production-backlog-016/production-backlog-016-qwen-social-adv0377-v1.yml
336,7,6,31,ADV-0377,The Drowned City,Critical Role: Call of the Netherdeep,Wizards of the Coast,18,Investigation Emphasis,phase6-v0.4,qwen,base,experiments/production-backlog-016/production-backlog-016-qwen-investigation-adv0377-v1.yml
337,7,7,31,ADV-0377,The Drowned City,Critical Role: Call of the Netherdeep,Wizards of the Coast,18,Structural Openness,production-base,qwen,base,experiments/production-backlog-016/production-backlog-016-qwen-structural-openness-adv0377-v1.yml
338,7,8,31,ADV-0377,The Drowned City,Critical Role: Call of the Netherdeep,Wizards of the Coast,18,Darkness / Horror Intensity,production-base,qwen,base,experiments/production-backlog-016/production-backlog-016-qwen-darkness-adv0377-v1.yml
339,7,9,31,ADV-0377,The Drowned City,Critical Role: Call of the Netherdeep,Wizards of the Coast,18,Player Beginner Suitability,production-base,qwen,base,experiments/production-backlog-016/production-backlog-016-qwen-player-beginner-adv0377-v1.yml
340,7,10,31,ADV-0377,The Drowned City,Critical Role: Call of the Netherdeep,Wizards of the Coast,18,GM Beginner Suitability,gmbs-clean-blind-v0.3,qwen,base,experiments/production-backlog-016/production-backlog-016-qwen-gmbs-adv0377-v1.yml
341,7,11,31,ADV-0377,The Drowned City,Critical Role: Call of the Netherdeep,Wizards of the Coast,18,Seriousness,seriousness-reset-only,qwen,seriousness,experiments/production-backlog-016/production-backlog-016-qwen-seriousness-adv0377-v1.yml
342,7,12,32,ADV-0378,The Netherdeep,Critical Role: Call of the Netherdeep,Wizards of the Coast,34,# of Sessions,nos-clean-blind-v1,qwen27,base,experiments/production-backlog-016/production-backlog-016-qwen27-nos-adv0378-v1.yml
343,7,13,32,ADV-0378,The Netherdeep,Critical Role: Call of the Netherdeep,Wizards of the Coast,34,Exploration Emphasis,ee-clean-reset-v0.5,gptoss,ee,experiments/production-backlog-016/production-backlog-016-gptoss-ee-adv0378-v1.yml
344,7,14,32,ADV-0378,The Netherdeep,Critical Role: Call of the Netherdeep,Wizards of the Coast,34,GM Preparation Burden,gmpb-v0.6-dependency-fan-out,gemma,gmpb,experiments/production-backlog-016/production-backlog-016-gemma-gmpb-adv0378-v1.yml
345,7,15,32,ADV-0378,The Netherdeep,Critical Role: Call of the Netherdeep,Wizards of the Coast,34,Combat Emphasis,production-base,qwen,base,experiments/production-backlog-016/production-backlog-016-qwen-combat-adv0378-v1.yml
346,7,16,32,ADV-0378,The Netherdeep,Critical Role: Call of the Netherdeep,Wizards of the Coast,34,Social Interaction Emphasis,phase6-v0.3,qwen,base,experiments/production-backlog-016/production-backlog-016-qwen-social-adv0378-v1.yml
347,7,17,32,ADV-0378,The Netherdeep,Critical Role: Call of the Netherdeep,Wizards of the Coast,34,Investigation Emphasis,phase6-v0.4,qwen,base,experiments/production-backlog-016/production-backlog-016-qwen-investigation-adv0378-v1.yml
348,7,18,32,ADV-0378,The Netherdeep,Critical Role: Call of the Netherdeep,Wizards of the Coast,34,Structural Openness,production-base,qwen,base,experiments/production-backlog-016/production-backlog-016-qwen-structural-openness-adv0378-v1.yml
349,7,19,32,ADV-0378,The Netherdeep,Critical Role: Call of the Netherdeep,Wizards of the Coast,34,Darkness / Horror Intensity,production-base,qwen,base,experiments/production-backlog-016/production-backlog-016-qwen-darkness-adv0378-v1.yml
350,7,20,32,ADV-0378,The Netherdeep,Critical Role: Call of the Netherdeep,Wizards of the Coast,34,Player Beginner Suitability,production-base,qwen,base,experiments/production-backlog-016/production-backlog-016-qwen-player-beginner-adv0378-v1.yml
351,7,21,32,ADV-0378,The Netherdeep,Critical Role: Call of the Netherdeep,Wizards of the Coast,34,GM Beginner Suitability,gmbs-clean-blind-v0.3,qwen,base,experiments/production-backlog-016/production-backlog-016-qwen-gmbs-adv0378-v1.yml
352,7,22,32,ADV-0378,The Netherdeep,Critical Role: Call of the Netherdeep,Wizards of the Coast,34,Seriousness,seriousness-reset-only,qwen,seriousness,experiments/production-backlog-016/production-backlog-016-qwen-seriousness-adv0378-v1.yml
353,7,23,33,ADV-0379,The Heart of Despair,Critical Role: Call of the Netherdeep,Wizards of the Coast,15,# of Sessions,nos-clean-blind-v1,qwen27,base,experiments/production-backlog-016/production-backlog-016-qwen27-nos-adv0379-v1.yml
354,7,24,33,ADV-0379,The Heart of Despair,Critical Role: Call of the Netherdeep,Wizards of the Coast,15,Exploration Emphasis,ee-clean-reset-v0.5,gptoss,ee,experiments/production-backlog-016/production-backlog-016-gptoss-ee-adv0379-v1.yml
355,7,25,33,ADV-0379,The Heart of Despair,Critical Role: Call of the Netherdeep,Wizards of the Coast,15,GM Preparation Burden,gmpb-v0.6-dependency-fan-out,gemma,gmpb,experiments/production-backlog-016/production-backlog-016-gemma-gmpb-adv0379-v1.yml
