case_index,pack_index,pack_case_index,adventure_id,adventure_title,source_book,publisher,page_count,dimension,profile,manifest_path
167,3,27,ADV-0289,Fireball,Waterdeep: Dragon Heist,Wizards of the Coast,14,Social Interaction Emphasis,phase6-v0.3,experiments/production-backlog-003/production-backlog-003-qwen-social-adv0289-v1.yml
168,3,28,ADV-0289,Fireball,Waterdeep: Dragon Heist,Wizards of the Coast,14,Investigation Emphasis,phase6-v0.4,experiments/production-backlog-003/production-backlog-003-qwen-investigation-adv0289-v1.yml
169,3,29,ADV-0146,The Flying Fortress,Forgotten Realms: Adventures in Faerûn,Wizards of the Coast,1,Levels,levels-v2.1,experiments/production-backlog-003/production-backlog-003-qwen-levels-adv0146-v1.yml
170,3,30,ADV-0146,The Flying Fortress,Forgotten Realms: Adventures in Faerûn,Wizards of the Coast,1,Combat Emphasis,production-base,experiments/production-backlog-003/production-backlog-003-qwen-combat-adv0146-v1.yml
171,3,31,ADV-0146,The Flying Fortress,Forgotten Realms: Adventures in Faerûn,Wizards of the Coast,1,Structural Openness,production-base,experiments/production-backlog-003/production-backlog-003-qwen-structural-openness-adv0146-v1.yml
172,3,32,ADV-0146,The Flying Fortress,Forgotten Realms: Adventures in Faerûn,Wizards of the Coast,1,Darkness / Horror Intensity,production-base,experiments/production-backlog-003/production-backlog-003-qwen-darkness-adv0146-v1.yml
173,3,33,ADV-0146,The Flying Fortress,Forgotten Realms: Adventures in Faerûn,Wizards of the Coast,1,Player Beginner Suitability,production-base,experiments/production-backlog-003/production-backlog-003-qwen-player-beginner-adv0146-v1.yml
174,3,34,ADV-0146,The Flying Fortress,Forgotten Realms: Adventures in Faerûn,Wizards of the Coast,1,Social Interaction Emphasis,phase6-v0.3,experiments/production-backlog-003/production-backlog-003-qwen-social-adv0146-v1.yml
175,3,35,ADV-0146,The Flying Fortress,Forgotten Realms: Adventures in Faerûn,Wizards of the Coast,1,Investigation Emphasis,phase6-v0.4,experiments/production-backlog-003/production-backlog-003-qwen-investigation-adv0146-v1.yml
176,3,36,ADV-0284,Brigganock Mine,The Wild Beyond the Witchlight,Wizards of the Coast,5,Levels,levels-v2.1,experiments/production-backlog-003/production-backlog-003-qwen-levels-adv0284-v1.yml
177,3,37,ADV-0284,Brigganock Mine,The Wild Beyond the Witchlight,Wizards of the Coast,5,Combat Emphasis,production-base,experiments/production-backlog-003/production-backlog-003-qwen-combat-adv0284-v1.yml
178,3,38,ADV-0284,Brigganock Mine,The Wild Beyond the Witchlight,Wizards of the Coast,5,Structural Openness,production-base,experiments/production-backlog-003/production-backlog-003-qwen-structural-openness-adv0284-v1.yml
179,3,39,ADV-0284,Brigganock Mine,The Wild Beyond the Witchlight,Wizards of the Coast,5,Darkness / Horror Intensity,production-base,experiments/production-backlog-003/production-backlog-003-qwen-darkness-adv0284-v1.yml
180,3,40,ADV-0284,Brigganock Mine,The Wild Beyond the Witchlight,Wizards of the Coast,5,Player Beginner Suitability,production-base,experiments/production-backlog-003/production-backlog-003-qwen-player-beginner-adv0284-v1.yml
181,3,41,ADV-0284,Brigganock Mine,The Wild Beyond the Witchlight,Wizards of the Coast,5,Social Interaction Emphasis,phase6-v0.3,experiments/production-backlog-003/production-backlog-003-qwen-social-adv0284-v1.yml
182,3,42,ADV-0284,Brigganock Mine,The Wild Beyond the Witchlight,Wizards of the Coast,5,Investigation Emphasis,phase6-v0.4,experiments/production-backlog-003/production-backlog-003-qwen-investigation-adv0284-v1.yml
183,3,43,ADV-0171,The Lost Library of Lethchauntos,Forgotten Realms: Adventures in Faerûn,Wizards of the Coast,15,Levels,levels-v2.1,experiments/production-backlog-003/production-backlog-003-qwen-levels-adv0171-v1.yml
184,3,44,ADV-0171,The Lost Library of Lethchauntos,Forgotten Realms: Adventures in Faerûn,Wizards of the Coast,15,Combat Emphasis,production-base,experiments/production-backlog-003/production-backlog-003-qwen-combat-adv0171-v1.yml
185,3,45,ADV-0171,The Lost Library of Lethchauntos,Forgotten Realms: Adventures in Faerûn,Wizards of the Coast,15,Structural Openness,production-base,experiments/production-backlog-003/production-backlog-003-qwen-structural-openness-adv0171-v1.yml
186,3,46,ADV-0171,The Lost Library of Lethchauntos,Forgotten Realms: Adventures in Faerûn,Wizards of the Coast,15,Darkness / Horror Intensity,production-base,experiments/production-backlog-003/production-backlog-003-qwen-darkness-adv0171-v1.yml
187,3,47,ADV-0171,The Lost Library of Lethchauntos,Forgotten Realms: Adventures in Faerûn,Wizards of the Coast,15,Player Beginner Suitability,production-base,experiments/production-backlog-003/production-backlog-003-qwen-player-beginner-adv0171-v1.yml
188,3,48,ADV-0171,The Lost Library of Lethchauntos,Forgotten Realms: Adventures in Faerûn,Wizards of the Coast,15,Social Interaction Emphasis,phase6-v0.3,experiments/production-backlog-003/production-backlog-003-qwen-social-adv0171-v1.yml
189,3,49,ADV-0171,The Lost Library of Lethchauntos,Forgotten Realms: Adventures in Faerûn,Wizards of the Coast,15,Investigation Emphasis,phase6-v0.4,experiments/production-backlog-003/production-backlog-003-qwen-investigation-adv0171-v1.yml
190,3,50,ADV-0147,The Foehammer Horn,Forgotten Realms: Adventures in Faerûn,Wizards of the Coast,1,Levels,levels-v2.1,experiments/production-backlog-003/production-backlog-003-qwen-levels-adv0147-v1.yml
191,3,51,ADV-0147,The Foehammer Horn,Forgotten Realms: Adventures in Faerûn,Wizards of the Coast,1,Combat Emphasis,production-base,experiments/production-backlog-003/production-backlog-003-qwen-combat-adv0147-v1.yml
192,3,52,ADV-0147,The Foehammer Horn,Forgotten Realms: Adventures in Faerûn,Wizards of the Coast,1,Structural Openness,production-base,experiments/production-backlog-003/production-backlog-003-qwen-structural-openness-adv0147-v1.yml
193,3,53,ADV-0147,The Foehammer Horn,Forgotten Realms: Adventures in Faerûn,Wizards of the Coast,1,Darkness / Horror Intensity,production-base,experiments/production-backlog-003/production-backlog-003-qwen-darkness-adv0147-v1.yml
194,3,54,ADV-0147,The Foehammer Horn,Forgotten Realms: Adventures in Faerûn,Wizards of the Coast,1,Player Beginner Suitability,production-base,experiments/production-backlog-003/production-backlog-003-qwen-player-beginner-adv0147-v1.yml
195,3,55,ADV-0147,The Foehammer Horn,Forgotten Realms: Adventures in Faerûn,Wizards of the Coast,1,Social Interaction Emphasis,phase6-v0.3,experiments/production-backlog-003/production-backlog-003-qwen-social-adv0147-v1.yml
196,3,56,ADV-0147,The Foehammer Horn,Forgotten Realms: Adventures in Faerûn,Wizards of the Coast,1,Investigation Emphasis,phase6-v0.4,experiments/production-backlog-003/production-backlog-003-qwen-investigation-adv0147-v1.yml
197,3,57,ADV-0333,Troglodyte Warrens,Waterdeep: Dungeon of the Mad Mage,Wizards of the Coast,8,Levels,levels-v2.1,experiments/production-backlog-003/production-backlog-003-qwen-levels-adv0333-v1.yml
198,3,58,ADV-0333,Troglodyte Warrens,Waterdeep: Dungeon of the Mad Mage,Wizards of the Coast,8,Combat Emphasis,production-base,experiments/production-backlog-003/production-backlog-003-qwen-combat-adv0333-v1.yml
199,3,59,ADV-0333,Troglodyte Warrens,Waterdeep: Dungeon of the Mad Mage,Wizards of the Coast,8,Structural Openness,production-base,experiments/production-backlog-003/production-backlog-003-qwen-structural-openness-adv0333-v1.yml
200,3,60,ADV-0333,Troglodyte Warrens,Waterdeep: Dungeon of the Mad Mage,Wizards of the Coast,8,Darkness / Horror Intensity,production-base,experiments/production-backlog-003/production-backlog-003-qwen-darkness-adv0333-v1.yml
201,3,61,ADV-0333,Troglodyte Warrens,Waterdeep: Dungeon of the Mad Mage,Wizards of the Coast,8,Player Beginner Suitability,production-base,experiments/production-backlog-003/production-backlog-003-qwen-player-beginner-adv0333-v1.yml
202,3,62,ADV-0333,Troglodyte Warrens,Waterdeep: Dungeon of the Mad Mage,Wizards of the Coast,8,Social Interaction Emphasis,phase6-v0.3,experiments/production-backlog-003/production-backlog-003-qwen-social-adv0333-v1.yml
203,3,63,ADV-0333,Troglodyte Warrens,Waterdeep: Dungeon of the Mad Mage,Wizards of the Coast,8,Investigation Emphasis,phase6-v0.4,experiments/production-backlog-003/production-backlog-003-qwen-investigation-adv0333-v1.yml
204,3,64,ADV-0044,The Golden Acorn Heist,Labyrinth Adventures,Kobold Press,15,Levels,levels-v2.1,experiments/production-backlog-003/production-backlog-003-qwen-levels-adv0044-v1.yml
205,3,65,ADV-0044,The Golden Acorn Heist,Labyrinth Adventures,Kobold Press,15,Combat Emphasis,production-base,experiments/production-backlog-003/production-backlog-003-qwen-combat-adv0044-v1.yml
206,3,66,ADV-0044,The Golden Acorn Heist,Labyrinth Adventures,Kobold Press,15,Structural Openness,production-base,experiments/production-backlog-003/production-backlog-003-qwen-structural-openness-adv0044-v1.yml
207,3,67,ADV-0044,The Golden Acorn Heist,Labyrinth Adventures,Kobold Press,15,Darkness / Horror Intensity,production-base,experiments/production-backlog-003/production-backlog-003-qwen-darkness-adv0044-v1.yml
208,3,68,ADV-0044,The Golden Acorn Heist,Labyrinth Adventures,Kobold Press,15,Player Beginner Suitability,production-base,experiments/production-backlog-003/production-backlog-003-qwen-player-beginner-adv0044-v1.yml
209,3,69,ADV-0044,The Golden Acorn Heist,Labyrinth Adventures,Kobold Press,15,Social Interaction Emphasis,phase6-v0.3,experiments/production-backlog-003/production-backlog-003-qwen-social-adv0044-v1.yml
210,3,70,ADV-0044,The Golden Acorn Heist,Labyrinth Adventures,Kobold Press,15,Investigation Emphasis,phase6-v0.4,experiments/production-backlog-003/production-backlog-003-qwen-investigation-adv0044-v1.yml
211,4,1,ADV-0118,Before the Storm,Dragon Delves,Wizards of the Coast,10,Levels,levels-v2.1,experiments/production-backlog-003/production-backlog-003-qwen-levels-adv0118-v1.yml
212,4,2,ADV-0118,Before the Storm,Dragon Delves,Wizards of the Coast,10,Combat Emphasis,production-base,experiments/production-backlog-003/production-backlog-003-qwen-combat-adv0118-v1.yml
213,4,3,ADV-0118,Before the Storm,Dragon Delves,Wizards of the Coast,10,Structural Openness,production-base,experiments/production-backlog-003/production-backlog-003-qwen-structural-openness-adv0118-v1.yml
214,4,4,ADV-0118,Before the Storm,Dragon Delves,Wizards of the Coast,10,Darkness / Horror Intensity,production-base,experiments/production-backlog-003/production-backlog-003-qwen-darkness-adv0118-v1.yml
215,4,5,ADV-0118,Before the Storm,Dragon Delves,Wizards of the Coast,10,Player Beginner Suitability,production-base,experiments/production-backlog-003/production-backlog-003-qwen-player-beginner-adv0118-v1.yml
216,4,6,ADV-0118,Before the Storm,Dragon Delves,Wizards of the Coast,10,Social Interaction Emphasis,phase6-v0.3,experiments/production-backlog-003/production-backlog-003-qwen-social-adv0118-v1.yml
217,4,7,ADV-0118,Before the Storm,Dragon Delves,Wizards of the Coast,10,Investigation Emphasis,phase6-v0.4,experiments/production-backlog-003/production-backlog-003-qwen-investigation-adv0118-v1.yml
218,4,8,ADV-0074,Amber Temple,Curse of Strahd,Wizards of the Coast,16,Levels,levels-v2.1,experiments/production-backlog-003/production-backlog-003-qwen-levels-adv0074-v1.yml
219,4,9,ADV-0074,Amber Temple,Curse of Strahd,Wizards of the Coast,16,Combat Emphasis,production-base,experiments/production-backlog-003/production-backlog-003-qwen-combat-adv0074-v1.yml
220,4,10,ADV-0074,Amber Temple,Curse of Strahd,Wizards of the Coast,16,Structural Openness,production-base,experiments/production-backlog-003/production-backlog-003-qwen-structural-openness-adv0074-v1.yml
221,4,11,ADV-0074,Amber Temple,Curse of Strahd,Wizards of the Coast,16,Darkness / Horror Intensity,production-base,experiments/production-backlog-003/production-backlog-003-qwen-darkness-adv0074-v1.yml
222,4,12,ADV-0074,Amber Temple,Curse of Strahd,Wizards of the Coast,16,Player Beginner Suitability,production-base,experiments/production-backlog-003/production-backlog-003-qwen-player-beginner-adv0074-v1.yml
223,4,13,ADV-0074,Amber Temple,Curse of Strahd,Wizards of the Coast,16,Social Interaction Emphasis,phase6-v0.3,experiments/production-backlog-003/production-backlog-003-qwen-social-adv0074-v1.yml
224,4,14,ADV-0074,Amber Temple,Curse of Strahd,Wizards of the Coast,16,Investigation Emphasis,phase6-v0.4,experiments/production-backlog-003/production-backlog-003-qwen-investigation-adv0074-v1.yml
225,4,15,ADV-0175,Wages of Vice,Journeys Through the Radiant Citadel,Wizards of the Coast,10,Levels,levels-v2.1,experiments/production-backlog-003/production-backlog-003-qwen-levels-adv0175-v1.yml
226,4,16,ADV-0175,Wages of Vice,Journeys Through the Radiant Citadel,Wizards of the Coast,10,Combat Emphasis,production-base,experiments/production-backlog-003/production-backlog-003-qwen-combat-adv0175-v1.yml
227,4,17,ADV-0175,Wages of Vice,Journeys Through the Radiant Citadel,Wizards of the Coast,10,Structural Openness,production-base,experiments/production-backlog-003/production-backlog-003-qwen-structural-openness-adv0175-v1.yml
228,4,18,ADV-0175,Wages of Vice,Journeys Through the Radiant Citadel,Wizards of the Coast,10,Darkness / Horror Intensity,production-base,experiments/production-backlog-003/production-backlog-003-qwen-darkness-adv0175-v1.yml
229,4,19,ADV-0175,Wages of Vice,Journeys Through the Radiant Citadel,Wizards of the Coast,10,Player Beginner Suitability,production-base,experiments/production-backlog-003/production-backlog-003-qwen-player-beginner-adv0175-v1.yml
230,4,20,ADV-0175,Wages of Vice,Journeys Through the Radiant Citadel,Wizards of the Coast,10,Social Interaction Emphasis,phase6-v0.3,experiments/production-backlog-003/production-backlog-003-qwen-social-adv0175-v1.yml
231,4,21,ADV-0175,Wages of Vice,Journeys Through the Radiant Citadel,Wizards of the Coast,10,Investigation Emphasis,phase6-v0.4,experiments/production-backlog-003/production-backlog-003-qwen-investigation-adv0175-v1.yml
232,4,22,ADV-0010,Not To Strike Without Need,Tales From Eriador,Free League Publishing,16,Levels,levels-v2.1,experiments/production-backlog-003/production-backlog-003-qwen-levels-adv0010-v1.yml
233,4,23,ADV-0010,Not To Strike Without Need,Tales From Eriador,Free League Publishing,16,Combat Emphasis,production-base,experiments/production-backlog-003/production-backlog-003-qwen-combat-adv0010-v1.yml
234,4,24,ADV-0010,Not To Strike Without Need,Tales From Eriador,Free League Publishing,16,Structural Openness,production-base,experiments/production-backlog-003/production-backlog-003-qwen-structural-openness-adv0010-v1.yml
235,4,25,ADV-0010,Not To Strike Without Need,Tales From Eriador,Free League Publishing,16,Darkness / Horror Intensity,production-base,experiments/production-backlog-003/production-backlog-003-qwen-darkness-adv0010-v1.yml
236,4,26,ADV-0010,Not To Strike Without Need,Tales From Eriador,Free League Publishing,16,Player Beginner Suitability,production-base,experiments/production-backlog-003/production-backlog-003-qwen-player-beginner-adv0010-v1.yml
237,4,27,ADV-0010,Not To Strike Without Need,Tales From Eriador,Free League Publishing,16,Social Interaction Emphasis,phase6-v0.3,experiments/production-backlog-003/production-backlog-003-qwen-social-adv0010-v1.yml
238,4,28,ADV-0010,Not To Strike Without Need,Tales From Eriador,Free League Publishing,16,Investigation Emphasis,phase6-v0.4,experiments/production-backlog-003/production-backlog-003-qwen-investigation-adv0010-v1.yml
239,4,29,ADV-0091,Special Delivery,The Game Master's Book of Random Encounters,Topix Media Lab,10,Levels,levels-v2.1,experiments/production-backlog-003/production-backlog-003-qwen-levels-adv0091-v1.yml
240,4,30,ADV-0091,Special Delivery,The Game Master's Book of Random Encounters,Topix Media Lab,10,Combat Emphasis,production-base,experiments/production-backlog-003/production-backlog-003-qwen-combat-adv0091-v1.yml
241,4,31,ADV-0091,Special Delivery,The Game Master's Book of Random Encounters,Topix Media Lab,10,Structural Openness,production-base,experiments/production-backlog-003/production-backlog-003-qwen-structural-openness-adv0091-v1.yml
242,4,32,ADV-0091,Special Delivery,The Game Master's Book of Random Encounters,Topix Media Lab,10,Darkness / Horror Intensity,production-base,experiments/production-backlog-003/production-backlog-003-qwen-darkness-adv0091-v1.yml
243,4,33,ADV-0091,Special Delivery,The Game Master's Book of Random Encounters,Topix Media Lab,10,Player Beginner Suitability,production-base,experiments/production-backlog-003/production-backlog-003-qwen-player-beginner-adv0091-v1.yml
244,4,34,ADV-0091,Special Delivery,The Game Master's Book of Random Encounters,Topix Media Lab,10,Social Interaction Emphasis,phase6-v0.3,experiments/production-backlog-003/production-backlog-003-qwen-social-adv0091-v1.yml
245,4,35,ADV-0091,Special Delivery,The Game Master's Book of Random Encounters,Topix Media Lab,10,Investigation Emphasis,phase6-v0.4,experiments/production-backlog-003/production-backlog-003-qwen-investigation-adv0091-v1.yml
246,4,36,ADV-0002,The Sea-prince of the Shore,Trials of Saruman,Free League Publishing,16,Levels,levels-v2.1,experiments/production-backlog-003/production-backlog-003-qwen-levels-adv0002-v1.yml
247,4,37,ADV-0002,The Sea-prince of the Shore,Trials of Saruman,Free League Publishing,16,Combat Emphasis,production-base,experiments/production-backlog-003/production-backlog-003-qwen-combat-adv0002-v1.yml
248,4,38,ADV-0002,The Sea-prince of the Shore,Trials of Saruman,Free League Publishing,16,Structural Openness,production-base,experiments/production-backlog-003/production-backlog-003-qwen-structural-openness-adv0002-v1.yml
249,4,39,ADV-0002,The Sea-prince of the Shore,Trials of Saruman,Free League Publishing,16,Darkness / Horror Intensity,production-base,experiments/production-backlog-003/production-backlog-003-qwen-darkness-adv0002-v1.yml
250,4,40,ADV-0002,The Sea-prince of the Shore,Trials of Saruman,Free League Publishing,16,Player Beginner Suitability,production-base,experiments/production-backlog-003/production-backlog-003-qwen-player-beginner-adv0002-v1.yml
251,4,41,ADV-0002,The Sea-prince of the Shore,Trials of Saruman,Free League Publishing,16,Social Interaction Emphasis,phase6-v0.3,experiments/production-backlog-003/production-backlog-003-qwen-social-adv0002-v1.yml
252,4,42,ADV-0002,The Sea-prince of the Shore,Trials of Saruman,Free League Publishing,16,Investigation Emphasis,phase6-v0.4,experiments/production-backlog-003/production-backlog-003-qwen-investigation-adv0002-v1.yml
253,4,43,ADV-0243,Bluemaw Cave,Dragonlance: Shadow of the Dragon Queen,Wizards of the Coast,4,Levels,levels-v2.1,experiments/production-backlog-003/production-backlog-003-qwen-levels-adv0243-v1.yml
254,4,44,ADV-0243,Bluemaw Cave,Dragonlance: Shadow of the Dragon Queen,Wizards of the Coast,4,Combat Emphasis,production-base,experiments/production-backlog-003/production-backlog-003-qwen-combat-adv0243-v1.yml
255,4,45,ADV-0243,Bluemaw Cave,Dragonlance: Shadow of the Dragon Queen,Wizards of the Coast,4,Structural Openness,production-base,experiments/production-backlog-003/production-backlog-003-qwen-structural-openness-adv0243-v1.yml
256,4,46,ADV-0243,Bluemaw Cave,Dragonlance: Shadow of the Dragon Queen,Wizards of the Coast,4,Darkness / Horror Intensity,production-base,experiments/production-backlog-003/production-backlog-003-qwen-darkness-adv0243-v1.yml
257,4,47,ADV-0243,Bluemaw Cave,Dragonlance: Shadow of the Dragon Queen,Wizards of the Coast,4,Player Beginner Suitability,production-base,experiments/production-backlog-003/production-backlog-003-qwen-player-beginner-adv0243-v1.yml
258,4,48,ADV-0243,Bluemaw Cave,Dragonlance: Shadow of the Dragon Queen,Wizards of the Coast,4,Social Interaction Emphasis,phase6-v0.3,experiments/production-backlog-003/production-backlog-003-qwen-social-adv0243-v1.yml
259,4,49,ADV-0243,Bluemaw Cave,Dragonlance: Shadow of the Dragon Queen,Wizards of the Coast,4,Investigation Emphasis,phase6-v0.4,experiments/production-backlog-003/production-backlog-003-qwen-investigation-adv0243-v1.yml
260,4,50,ADV-0282,Loomlurch,The Wild Beyond the Witchlight,Wizards of the Coast,18,Levels,levels-v2.1,experiments/production-backlog-003/production-backlog-003-qwen-levels-adv0282-v1.yml
261,4,51,ADV-0282,Loomlurch,The Wild Beyond the Witchlight,Wizards of the Coast,18,Combat Emphasis,production-base,experiments/production-backlog-003/production-backlog-003-qwen-combat-adv0282-v1.yml
262,4,52,ADV-0282,Loomlurch,The Wild Beyond the Witchlight,Wizards of the Coast,18,Structural Openness,production-base,experiments/production-backlog-003/production-backlog-003-qwen-structural-openness-adv0282-v1.yml
263,4,53,ADV-0282,Loomlurch,The Wild Beyond the Witchlight,Wizards of the Coast,18,Darkness / Horror Intensity,production-base,experiments/production-backlog-003/production-backlog-003-qwen-darkness-adv0282-v1.yml
264,4,54,ADV-0282,Loomlurch,The Wild Beyond the Witchlight,Wizards of the Coast,18,Player Beginner Suitability,production-base,experiments/production-backlog-003/production-backlog-003-qwen-player-beginner-adv0282-v1.yml
265,4,55,ADV-0282,Loomlurch,The Wild Beyond the Witchlight,Wizards of the Coast,18,Social Interaction Emphasis,phase6-v0.3,experiments/production-backlog-003/production-backlog-003-qwen-social-adv0282-v1.yml
266,4,56,ADV-0282,Loomlurch,The Wild Beyond the Witchlight,Wizards of the Coast,18,Investigation Emphasis,phase6-v0.4,experiments/production-backlog-003/production-backlog-003-qwen-investigation-adv0282-v1.yml
267,4,57,ADV-0213,Cave of the Berserkers,Icewind Dale: Rime of the Frostmaiden,Wizards of the Coast,4,Levels,levels-v2.1,experiments/production-backlog-003/production-backlog-003-qwen-levels-adv0213-v1.yml
268,4,58,ADV-0213,Cave of the Berserkers,Icewind Dale: Rime of the Frostmaiden,Wizards of the Coast,4,Combat Emphasis,production-base,experiments/production-backlog-003/production-backlog-003-qwen-combat-adv0213-v1.yml
269,4,59,ADV-0213,Cave of the Berserkers,Icewind Dale: Rime of the Frostmaiden,Wizards of the Coast,4,Structural Openness,production-base,experiments/production-backlog-003/production-backlog-003-qwen-structural-openness-adv0213-v1.yml
270,4,60,ADV-0213,Cave of the Berserkers,Icewind Dale: Rime of the Frostmaiden,Wizards of the Coast,4,Darkness / Horror Intensity,production-base,experiments/production-backlog-003/production-backlog-003-qwen-darkness-adv0213-v1.yml
271,4,61,ADV-0213,Cave of the Berserkers,Icewind Dale: Rime of the Frostmaiden,Wizards of the Coast,4,Player Beginner Suitability,production-base,experiments/production-backlog-003/production-backlog-003-qwen-player-beginner-adv0213-v1.yml
272,4,62,ADV-0213,Cave of the Berserkers,Icewind Dale: Rime of the Frostmaiden,Wizards of the Coast,4,Social Interaction Emphasis,phase6-v0.3,experiments/production-backlog-003/production-backlog-003-qwen-social-adv0213-v1.yml
273,4,63,ADV-0213,Cave of the Berserkers,Icewind Dale: Rime of the Frostmaiden,Wizards of the Coast,4,Investigation Emphasis,phase6-v0.4,experiments/production-backlog-003/production-backlog-003-qwen-investigation-adv0213-v1.yml
274,4,64,ADV-0233,Tammeraut's Fate,Ghosts of Saltmarsh,Wizards of the Coast,21,Levels,levels-v2.1,experiments/production-backlog-003/production-backlog-003-qwen-levels-adv0233-v1.yml
275,4,65,ADV-0233,Tammeraut's Fate,Ghosts of Saltmarsh,Wizards of the Coast,21,Combat Emphasis,production-base,experiments/production-backlog-003/production-backlog-003-qwen-combat-adv0233-v1.yml
276,4,66,ADV-0233,Tammeraut's Fate,Ghosts of Saltmarsh,Wizards of the Coast,21,Structural Openness,production-base,experiments/production-backlog-003/production-backlog-003-qwen-structural-openness-adv0233-v1.yml
277,4,67,ADV-0233,Tammeraut's Fate,Ghosts of Saltmarsh,Wizards of the Coast,21,Darkness / Horror Intensity,production-base,experiments/production-backlog-003/production-backlog-003-qwen-darkness-adv0233-v1.yml
278,4,68,ADV-0233,Tammeraut's Fate,Ghosts of Saltmarsh,Wizards of the Coast,21,Player Beginner Suitability,production-base,experiments/production-backlog-003/production-backlog-003-qwen-player-beginner-adv0233-v1.yml
279,4,69,ADV-0233,Tammeraut's Fate,Ghosts of Saltmarsh,Wizards of the Coast,21,Social Interaction Emphasis,phase6-v0.3,experiments/production-backlog-003/production-backlog-003-qwen-social-adv0233-v1.yml
280,4,70,ADV-0233,Tammeraut's Fate,Ghosts of Saltmarsh,Wizards of the Coast,21,Investigation Emphasis,phase6-v0.4,experiments/production-backlog-003/production-backlog-003-qwen-investigation-adv0233-v1.yml
