case_index,pack_index,pack_case_index,adventure_id,adventure_title,source_book,publisher,page_count,dimension,profile,manifest_path
21,1,21,ADV-0194,Heart of Ashes,Keys from the Golden Vault,Wizards of the Coast,12,Investigation Emphasis,phase6-v0.4,experiments/production-backlog-009/production-backlog-009-qwen-investigation-adv0194-v1.yml
22,1,22,ADV-0035,The Lost City,Quests from the Infinite Staircase,Wizards of the Coast,31,Levels,levels-v2.1,experiments/production-backlog-009/production-backlog-009-qwen-levels-adv0035-v1.yml
23,1,23,ADV-0035,The Lost City,Quests from the Infinite Staircase,Wizards of the Coast,31,Combat Emphasis,production-base,experiments/production-backlog-009/production-backlog-009-qwen-combat-adv0035-v1.yml
24,1,24,ADV-0035,The Lost City,Quests from the Infinite Staircase,Wizards of the Coast,31,Structural Openness,production-base,experiments/production-backlog-009/production-backlog-009-qwen-structural-openness-adv0035-v1.yml
25,1,25,ADV-0035,The Lost City,Quests from the Infinite Staircase,Wizards of the Coast,31,Darkness / Horror Intensity,production-base,experiments/production-backlog-009/production-backlog-009-qwen-darkness-adv0035-v1.yml
26,1,26,ADV-0035,The Lost City,Quests from the Infinite Staircase,Wizards of the Coast,31,Player Beginner Suitability,production-base,experiments/production-backlog-009/production-backlog-009-qwen-player-beginner-adv0035-v1.yml
27,1,27,ADV-0035,The Lost City,Quests from the Infinite Staircase,Wizards of the Coast,31,Social Interaction Emphasis,phase6-v0.3,experiments/production-backlog-009/production-backlog-009-qwen-social-adv0035-v1.yml
28,1,28,ADV-0035,The Lost City,Quests from the Infinite Staircase,Wizards of the Coast,31,Investigation Emphasis,phase6-v0.4,experiments/production-backlog-009/production-backlog-009-qwen-investigation-adv0035-v1.yml
29,1,29,ADV-0123,Robber Baron,Forgotten Realms: Adventures in Faerûn,Wizards of the Coast,1,Levels,levels-v2.1,experiments/production-backlog-009/production-backlog-009-qwen-levels-adv0123-v1.yml
30,1,30,ADV-0123,Robber Baron,Forgotten Realms: Adventures in Faerûn,Wizards of the Coast,1,Combat Emphasis,production-base,experiments/production-backlog-009/production-backlog-009-qwen-combat-adv0123-v1.yml
31,1,31,ADV-0123,Robber Baron,Forgotten Realms: Adventures in Faerûn,Wizards of the Coast,1,Structural Openness,production-base,experiments/production-backlog-009/production-backlog-009-qwen-structural-openness-adv0123-v1.yml
32,1,32,ADV-0123,Robber Baron,Forgotten Realms: Adventures in Faerûn,Wizards of the Coast,1,Darkness / Horror Intensity,production-base,experiments/production-backlog-009/production-backlog-009-qwen-darkness-adv0123-v1.yml
33,1,33,ADV-0123,Robber Baron,Forgotten Realms: Adventures in Faerûn,Wizards of the Coast,1,Player Beginner Suitability,production-base,experiments/production-backlog-009/production-backlog-009-qwen-player-beginner-adv0123-v1.yml
34,1,34,ADV-0123,Robber Baron,Forgotten Realms: Adventures in Faerûn,Wizards of the Coast,1,Social Interaction Emphasis,phase6-v0.3,experiments/production-backlog-009/production-backlog-009-qwen-social-adv0123-v1.yml
35,1,35,ADV-0123,Robber Baron,Forgotten Realms: Adventures in Faerûn,Wizards of the Coast,1,Investigation Emphasis,phase6-v0.4,experiments/production-backlog-009/production-backlog-009-qwen-investigation-adv0123-v1.yml
36,1,36,ADV-0295,Encounter 8: Courthouse,Waterdeep: Dragon Heist,Wizards of the Coast,4,Levels,levels-v2.1,experiments/production-backlog-009/production-backlog-009-qwen-levels-adv0295-v1.yml
37,1,37,ADV-0295,Encounter 8: Courthouse,Waterdeep: Dragon Heist,Wizards of the Coast,4,Combat Emphasis,production-base,experiments/production-backlog-009/production-backlog-009-qwen-combat-adv0295-v1.yml
38,1,38,ADV-0295,Encounter 8: Courthouse,Waterdeep: Dragon Heist,Wizards of the Coast,4,Structural Openness,production-base,experiments/production-backlog-009/production-backlog-009-qwen-structural-openness-adv0295-v1.yml
39,1,39,ADV-0295,Encounter 8: Courthouse,Waterdeep: Dragon Heist,Wizards of the Coast,4,Darkness / Horror Intensity,production-base,experiments/production-backlog-009/production-backlog-009-qwen-darkness-adv0295-v1.yml
40,1,40,ADV-0295,Encounter 8: Courthouse,Waterdeep: Dragon Heist,Wizards of the Coast,4,Player Beginner Suitability,production-base,experiments/production-backlog-009/production-backlog-009-qwen-player-beginner-adv0295-v1.yml
41,1,41,ADV-0295,Encounter 8: Courthouse,Waterdeep: Dragon Heist,Wizards of the Coast,4,Social Interaction Emphasis,phase6-v0.3,experiments/production-backlog-009/production-backlog-009-qwen-social-adv0295-v1.yml
42,1,42,ADV-0295,Encounter 8: Courthouse,Waterdeep: Dragon Heist,Wizards of the Coast,4,Investigation Emphasis,phase6-v0.4,experiments/production-backlog-009/production-backlog-009-qwen-investigation-adv0295-v1.yml
43,1,43,ADV-0226,Caves of Hunger,Icewind Dale: Rime of the Frostmaiden,Wizards of the Coast,16,Levels,levels-v2.1,experiments/production-backlog-009/production-backlog-009-qwen-levels-adv0226-v1.yml
44,1,44,ADV-0226,Caves of Hunger,Icewind Dale: Rime of the Frostmaiden,Wizards of the Coast,16,Combat Emphasis,production-base,experiments/production-backlog-009/production-backlog-009-qwen-combat-adv0226-v1.yml
45,1,45,ADV-0226,Caves of Hunger,Icewind Dale: Rime of the Frostmaiden,Wizards of the Coast,16,Structural Openness,production-base,experiments/production-backlog-009/production-backlog-009-qwen-structural-openness-adv0226-v1.yml
46,1,46,ADV-0226,Caves of Hunger,Icewind Dale: Rime of the Frostmaiden,Wizards of the Coast,16,Darkness / Horror Intensity,production-base,experiments/production-backlog-009/production-backlog-009-qwen-darkness-adv0226-v1.yml
47,1,47,ADV-0226,Caves of Hunger,Icewind Dale: Rime of the Frostmaiden,Wizards of the Coast,16,Player Beginner Suitability,production-base,experiments/production-backlog-009/production-backlog-009-qwen-player-beginner-adv0226-v1.yml
48,1,48,ADV-0226,Caves of Hunger,Icewind Dale: Rime of the Frostmaiden,Wizards of the Coast,16,Social Interaction Emphasis,phase6-v0.3,experiments/production-backlog-009/production-backlog-009-qwen-social-adv0226-v1.yml
49,1,49,ADV-0226,Caves of Hunger,Icewind Dale: Rime of the Frostmaiden,Wizards of the Coast,16,Investigation Emphasis,phase6-v0.4,experiments/production-backlog-009/production-backlog-009-qwen-investigation-adv0226-v1.yml
50,1,50,ADV-0059,The Frozen Labyrinth,Rise of the Ice Dragons Trilogy,Midnight Tower,34,Levels,levels-v2.1,experiments/production-backlog-009/production-backlog-009-qwen-levels-adv0059-v1.yml
51,1,51,ADV-0059,The Frozen Labyrinth,Rise of the Ice Dragons Trilogy,Midnight Tower,34,Combat Emphasis,production-base,experiments/production-backlog-009/production-backlog-009-qwen-combat-adv0059-v1.yml
52,1,52,ADV-0059,The Frozen Labyrinth,Rise of the Ice Dragons Trilogy,Midnight Tower,34,Structural Openness,production-base,experiments/production-backlog-009/production-backlog-009-qwen-structural-openness-adv0059-v1.yml
53,1,53,ADV-0059,The Frozen Labyrinth,Rise of the Ice Dragons Trilogy,Midnight Tower,34,Darkness / Horror Intensity,production-base,experiments/production-backlog-009/production-backlog-009-qwen-darkness-adv0059-v1.yml
54,1,54,ADV-0059,The Frozen Labyrinth,Rise of the Ice Dragons Trilogy,Midnight Tower,34,Player Beginner Suitability,production-base,experiments/production-backlog-009/production-backlog-009-qwen-player-beginner-adv0059-v1.yml
55,1,55,ADV-0059,The Frozen Labyrinth,Rise of the Ice Dragons Trilogy,Midnight Tower,34,Social Interaction Emphasis,phase6-v0.3,experiments/production-backlog-009/production-backlog-009-qwen-social-adv0059-v1.yml
56,1,56,ADV-0059,The Frozen Labyrinth,Rise of the Ice Dragons Trilogy,Midnight Tower,34,Investigation Emphasis,phase6-v0.4,experiments/production-backlog-009/production-backlog-009-qwen-investigation-adv0059-v1.yml
57,1,57,ADV-0124,The Siege of Shalespire Priory,Forgotten Realms: Adventures in Faerûn,Wizards of the Coast,1,Levels,levels-v2.1,experiments/production-backlog-009/production-backlog-009-qwen-levels-adv0124-v1.yml
58,1,58,ADV-0124,The Siege of Shalespire Priory,Forgotten Realms: Adventures in Faerûn,Wizards of the Coast,1,Combat Emphasis,production-base,experiments/production-backlog-009/production-backlog-009-qwen-combat-adv0124-v1.yml
59,1,59,ADV-0124,The Siege of Shalespire Priory,Forgotten Realms: Adventures in Faerûn,Wizards of the Coast,1,Structural Openness,production-base,experiments/production-backlog-009/production-backlog-009-qwen-structural-openness-adv0124-v1.yml
60,1,60,ADV-0124,The Siege of Shalespire Priory,Forgotten Realms: Adventures in Faerûn,Wizards of the Coast,1,Darkness / Horror Intensity,production-base,experiments/production-backlog-009/production-backlog-009-qwen-darkness-adv0124-v1.yml
61,1,61,ADV-0124,The Siege of Shalespire Priory,Forgotten Realms: Adventures in Faerûn,Wizards of the Coast,1,Player Beginner Suitability,production-base,experiments/production-backlog-009/production-backlog-009-qwen-player-beginner-adv0124-v1.yml
62,1,62,ADV-0124,The Siege of Shalespire Priory,Forgotten Realms: Adventures in Faerûn,Wizards of the Coast,1,Social Interaction Emphasis,phase6-v0.3,experiments/production-backlog-009/production-backlog-009-qwen-social-adv0124-v1.yml
63,1,63,ADV-0124,The Siege of Shalespire Priory,Forgotten Realms: Adventures in Faerûn,Wizards of the Coast,1,Investigation Emphasis,phase6-v0.4,experiments/production-backlog-009/production-backlog-009-qwen-investigation-adv0124-v1.yml
64,1,64,ADV-0270,Talhundereth,Phandelver and Below: The Shattered Obelisk,Wizards of the Coast,10,Levels,levels-v2.1,experiments/production-backlog-009/production-backlog-009-qwen-levels-adv0270-v1.yml
65,1,65,ADV-0270,Talhundereth,Phandelver and Below: The Shattered Obelisk,Wizards of the Coast,10,Combat Emphasis,production-base,experiments/production-backlog-009/production-backlog-009-qwen-combat-adv0270-v1.yml
66,1,66,ADV-0270,Talhundereth,Phandelver and Below: The Shattered Obelisk,Wizards of the Coast,10,Structural Openness,production-base,experiments/production-backlog-009/production-backlog-009-qwen-structural-openness-adv0270-v1.yml
67,1,67,ADV-0270,Talhundereth,Phandelver and Below: The Shattered Obelisk,Wizards of the Coast,10,Darkness / Horror Intensity,production-base,experiments/production-backlog-009/production-backlog-009-qwen-darkness-adv0270-v1.yml
68,1,68,ADV-0270,Talhundereth,Phandelver and Below: The Shattered Obelisk,Wizards of the Coast,10,Player Beginner Suitability,production-base,experiments/production-backlog-009/production-backlog-009-qwen-player-beginner-adv0270-v1.yml
69,1,69,ADV-0270,Talhundereth,Phandelver and Below: The Shattered Obelisk,Wizards of the Coast,10,Social Interaction Emphasis,phase6-v0.3,experiments/production-backlog-009/production-backlog-009-qwen-social-adv0270-v1.yml
70,1,70,ADV-0270,Talhundereth,Phandelver and Below: The Shattered Obelisk,Wizards of the Coast,10,Investigation Emphasis,phase6-v0.4,experiments/production-backlog-009/production-backlog-009-qwen-investigation-adv0270-v1.yml
71,1,71,ADV-0081,The Lambent Zenith's Last Voyage,Vecna: Eve of Ruin,Wizards of the Coast,16,Levels,levels-v2.1,experiments/production-backlog-009/production-backlog-009-qwen-levels-adv0081-v1.yml
72,1,72,ADV-0081,The Lambent Zenith's Last Voyage,Vecna: Eve of Ruin,Wizards of the Coast,16,Combat Emphasis,production-base,experiments/production-backlog-009/production-backlog-009-qwen-combat-adv0081-v1.yml
73,1,73,ADV-0081,The Lambent Zenith's Last Voyage,Vecna: Eve of Ruin,Wizards of the Coast,16,Structural Openness,production-base,experiments/production-backlog-009/production-backlog-009-qwen-structural-openness-adv0081-v1.yml
74,1,74,ADV-0081,The Lambent Zenith's Last Voyage,Vecna: Eve of Ruin,Wizards of the Coast,16,Darkness / Horror Intensity,production-base,experiments/production-backlog-009/production-backlog-009-qwen-darkness-adv0081-v1.yml
75,1,75,ADV-0081,The Lambent Zenith's Last Voyage,Vecna: Eve of Ruin,Wizards of the Coast,16,Player Beginner Suitability,production-base,experiments/production-backlog-009/production-backlog-009-qwen-player-beginner-adv0081-v1.yml
76,1,76,ADV-0081,The Lambent Zenith's Last Voyage,Vecna: Eve of Ruin,Wizards of the Coast,16,Social Interaction Emphasis,phase6-v0.3,experiments/production-backlog-009/production-backlog-009-qwen-social-adv0081-v1.yml
77,1,77,ADV-0081,The Lambent Zenith's Last Voyage,Vecna: Eve of Ruin,Wizards of the Coast,16,Investigation Emphasis,phase6-v0.4,experiments/production-backlog-009/production-backlog-009-qwen-investigation-adv0081-v1.yml
78,1,78,ADV-0060,The Quest for the Last Orbstone,Rise of the Ice Dragons Trilogy,Midnight Tower,44,Levels,levels-v2.1,experiments/production-backlog-009/production-backlog-009-qwen-levels-adv0060-v1.yml
79,1,79,ADV-0060,The Quest for the Last Orbstone,Rise of the Ice Dragons Trilogy,Midnight Tower,44,Combat Emphasis,production-base,experiments/production-backlog-009/production-backlog-009-qwen-combat-adv0060-v1.yml
80,1,80,ADV-0060,The Quest for the Last Orbstone,Rise of the Ice Dragons Trilogy,Midnight Tower,44,Structural Openness,production-base,experiments/production-backlog-009/production-backlog-009-qwen-structural-openness-adv0060-v1.yml
81,1,81,ADV-0060,The Quest for the Last Orbstone,Rise of the Ice Dragons Trilogy,Midnight Tower,44,Darkness / Horror Intensity,production-base,experiments/production-backlog-009/production-backlog-009-qwen-darkness-adv0060-v1.yml
82,1,82,ADV-0060,The Quest for the Last Orbstone,Rise of the Ice Dragons Trilogy,Midnight Tower,44,Player Beginner Suitability,production-base,experiments/production-backlog-009/production-backlog-009-qwen-player-beginner-adv0060-v1.yml
83,1,83,ADV-0060,The Quest for the Last Orbstone,Rise of the Ice Dragons Trilogy,Midnight Tower,44,Social Interaction Emphasis,phase6-v0.3,experiments/production-backlog-009/production-backlog-009-qwen-social-adv0060-v1.yml
84,1,84,ADV-0060,The Quest for the Last Orbstone,Rise of the Ice Dragons Trilogy,Midnight Tower,44,Investigation Emphasis,phase6-v0.4,experiments/production-backlog-009/production-backlog-009-qwen-investigation-adv0060-v1.yml
85,1,85,ADV-0125,The Weeping Goddess,Forgotten Realms: Adventures in Faerûn,Wizards of the Coast,1,Levels,levels-v2.1,experiments/production-backlog-009/production-backlog-009-qwen-levels-adv0125-v1.yml
86,1,86,ADV-0125,The Weeping Goddess,Forgotten Realms: Adventures in Faerûn,Wizards of the Coast,1,Combat Emphasis,production-base,experiments/production-backlog-009/production-backlog-009-qwen-combat-adv0125-v1.yml
87,1,87,ADV-0125,The Weeping Goddess,Forgotten Realms: Adventures in Faerûn,Wizards of the Coast,1,Structural Openness,production-base,experiments/production-backlog-009/production-backlog-009-qwen-structural-openness-adv0125-v1.yml
88,1,88,ADV-0125,The Weeping Goddess,Forgotten Realms: Adventures in Faerûn,Wizards of the Coast,1,Darkness / Horror Intensity,production-base,experiments/production-backlog-009/production-backlog-009-qwen-darkness-adv0125-v1.yml
89,1,89,ADV-0125,The Weeping Goddess,Forgotten Realms: Adventures in Faerûn,Wizards of the Coast,1,Player Beginner Suitability,production-base,experiments/production-backlog-009/production-backlog-009-qwen-player-beginner-adv0125-v1.yml
90,1,90,ADV-0125,The Weeping Goddess,Forgotten Realms: Adventures in Faerûn,Wizards of the Coast,1,Social Interaction Emphasis,phase6-v0.3,experiments/production-backlog-009/production-backlog-009-qwen-social-adv0125-v1.yml
91,1,91,ADV-0125,The Weeping Goddess,Forgotten Realms: Adventures in Faerûn,Wizards of the Coast,1,Investigation Emphasis,phase6-v0.4,experiments/production-backlog-009/production-backlog-009-qwen-investigation-adv0125-v1.yml
92,1,92,ADV-0296,Encounter 9: Cellar Complex,Waterdeep: Dragon Heist,Wizards of the Coast,4,Levels,levels-v2.1,experiments/production-backlog-009/production-backlog-009-qwen-levels-adv0296-v1.yml
93,1,93,ADV-0296,Encounter 9: Cellar Complex,Waterdeep: Dragon Heist,Wizards of the Coast,4,Combat Emphasis,production-base,experiments/production-backlog-009/production-backlog-009-qwen-combat-adv0296-v1.yml
94,1,94,ADV-0296,Encounter 9: Cellar Complex,Waterdeep: Dragon Heist,Wizards of the Coast,4,Structural Openness,production-base,experiments/production-backlog-009/production-backlog-009-qwen-structural-openness-adv0296-v1.yml
95,1,95,ADV-0296,Encounter 9: Cellar Complex,Waterdeep: Dragon Heist,Wizards of the Coast,4,Darkness / Horror Intensity,production-base,experiments/production-backlog-009/production-backlog-009-qwen-darkness-adv0296-v1.yml
96,1,96,ADV-0296,Encounter 9: Cellar Complex,Waterdeep: Dragon Heist,Wizards of the Coast,4,Player Beginner Suitability,production-base,experiments/production-backlog-009/production-backlog-009-qwen-player-beginner-adv0296-v1.yml
97,1,97,ADV-0296,Encounter 9: Cellar Complex,Waterdeep: Dragon Heist,Wizards of the Coast,4,Social Interaction Emphasis,phase6-v0.3,experiments/production-backlog-009/production-backlog-009-qwen-social-adv0296-v1.yml
98,1,98,ADV-0296,Encounter 9: Cellar Complex,Waterdeep: Dragon Heist,Wizards of the Coast,4,Investigation Emphasis,phase6-v0.4,experiments/production-backlog-009/production-backlog-009-qwen-investigation-adv0296-v1.yml
99,1,99,ADV-0001,The Beast of Dunland,Trials of Saruman,Free League Publishing,20,Levels,levels-v2.1,experiments/production-backlog-009/production-backlog-009-qwen-levels-adv0001-v1.yml
100,1,100,ADV-0001,The Beast of Dunland,Trials of Saruman,Free League Publishing,20,Combat Emphasis,production-base,experiments/production-backlog-009/production-backlog-009-qwen-combat-adv0001-v1.yml
101,1,101,ADV-0001,The Beast of Dunland,Trials of Saruman,Free League Publishing,20,Structural Openness,production-base,experiments/production-backlog-009/production-backlog-009-qwen-structural-openness-adv0001-v1.yml
102,1,102,ADV-0001,The Beast of Dunland,Trials of Saruman,Free League Publishing,20,Darkness / Horror Intensity,production-base,experiments/production-backlog-009/production-backlog-009-qwen-darkness-adv0001-v1.yml
103,1,103,ADV-0001,The Beast of Dunland,Trials of Saruman,Free League Publishing,20,Player Beginner Suitability,production-base,experiments/production-backlog-009/production-backlog-009-qwen-player-beginner-adv0001-v1.yml
104,1,104,ADV-0001,The Beast of Dunland,Trials of Saruman,Free League Publishing,20,Social Interaction Emphasis,phase6-v0.3,experiments/production-backlog-009/production-backlog-009-qwen-social-adv0001-v1.yml
105,1,105,ADV-0001,The Beast of Dunland,Trials of Saruman,Free League Publishing,20,Investigation Emphasis,phase6-v0.4,experiments/production-backlog-009/production-backlog-009-qwen-investigation-adv0001-v1.yml
106,1,106,ADV-0126,Fury Grove,Forgotten Realms: Adventures in Faerûn,Wizards of the Coast,1,Levels,levels-v2.1,experiments/production-backlog-009/production-backlog-009-qwen-levels-adv0126-v1.yml
107,1,107,ADV-0126,Fury Grove,Forgotten Realms: Adventures in Faerûn,Wizards of the Coast,1,Combat Emphasis,production-base,experiments/production-backlog-009/production-backlog-009-qwen-combat-adv0126-v1.yml
108,1,108,ADV-0126,Fury Grove,Forgotten Realms: Adventures in Faerûn,Wizards of the Coast,1,Structural Openness,production-base,experiments/production-backlog-009/production-backlog-009-qwen-structural-openness-adv0126-v1.yml
109,1,109,ADV-0126,Fury Grove,Forgotten Realms: Adventures in Faerûn,Wizards of the Coast,1,Darkness / Horror Intensity,production-base,experiments/production-backlog-009/production-backlog-009-qwen-darkness-adv0126-v1.yml
110,1,110,ADV-0126,Fury Grove,Forgotten Realms: Adventures in Faerûn,Wizards of the Coast,1,Player Beginner Suitability,production-base,experiments/production-backlog-009/production-backlog-009-qwen-player-beginner-adv0126-v1.yml
111,1,111,ADV-0126,Fury Grove,Forgotten Realms: Adventures in Faerûn,Wizards of the Coast,1,Social Interaction Emphasis,phase6-v0.3,experiments/production-backlog-009/production-backlog-009-qwen-social-adv0126-v1.yml
112,1,112,ADV-0126,Fury Grove,Forgotten Realms: Adventures in Faerûn,Wizards of the Coast,1,Investigation Emphasis,phase6-v0.4,experiments/production-backlog-009/production-backlog-009-qwen-investigation-adv0126-v1.yml
113,1,113,ADV-0318,Caught in the Tentacles,Storm King's Thunder,Wizards of the Coast,10,Levels,levels-v2.1,experiments/production-backlog-009/production-backlog-009-qwen-levels-adv0318-v1.yml
114,1,114,ADV-0318,Caught in the Tentacles,Storm King's Thunder,Wizards of the Coast,10,Combat Emphasis,production-base,experiments/production-backlog-009/production-backlog-009-qwen-combat-adv0318-v1.yml
115,1,115,ADV-0318,Caught in the Tentacles,Storm King's Thunder,Wizards of the Coast,10,Structural Openness,production-base,experiments/production-backlog-009/production-backlog-009-qwen-structural-openness-adv0318-v1.yml
116,1,116,ADV-0318,Caught in the Tentacles,Storm King's Thunder,Wizards of the Coast,10,Darkness / Horror Intensity,production-base,experiments/production-backlog-009/production-backlog-009-qwen-darkness-adv0318-v1.yml
117,1,117,ADV-0318,Caught in the Tentacles,Storm King's Thunder,Wizards of the Coast,10,Player Beginner Suitability,production-base,experiments/production-backlog-009/production-backlog-009-qwen-player-beginner-adv0318-v1.yml
118,1,118,ADV-0318,Caught in the Tentacles,Storm King's Thunder,Wizards of the Coast,10,Social Interaction Emphasis,phase6-v0.3,experiments/production-backlog-009/production-backlog-009-qwen-social-adv0318-v1.yml
119,1,119,ADV-0318,Caught in the Tentacles,Storm King's Thunder,Wizards of the Coast,10,Investigation Emphasis,phase6-v0.4,experiments/production-backlog-009/production-backlog-009-qwen-investigation-adv0318-v1.yml
120,1,120,ADV-0061,Enter Drakenberg Castle,Rise of the Ice Dragons Trilogy,Midnight Tower,23,Levels,levels-v2.1,experiments/production-backlog-009/production-backlog-009-qwen-levels-adv0061-v1.yml
121,1,121,ADV-0061,Enter Drakenberg Castle,Rise of the Ice Dragons Trilogy,Midnight Tower,23,Combat Emphasis,production-base,experiments/production-backlog-009/production-backlog-009-qwen-combat-adv0061-v1.yml
122,1,122,ADV-0061,Enter Drakenberg Castle,Rise of the Ice Dragons Trilogy,Midnight Tower,23,Structural Openness,production-base,experiments/production-backlog-009/production-backlog-009-qwen-structural-openness-adv0061-v1.yml
123,1,123,ADV-0061,Enter Drakenberg Castle,Rise of the Ice Dragons Trilogy,Midnight Tower,23,Darkness / Horror Intensity,production-base,experiments/production-backlog-009/production-backlog-009-qwen-darkness-adv0061-v1.yml
124,1,124,ADV-0061,Enter Drakenberg Castle,Rise of the Ice Dragons Trilogy,Midnight Tower,23,Player Beginner Suitability,production-base,experiments/production-backlog-009/production-backlog-009-qwen-player-beginner-adv0061-v1.yml
125,1,125,ADV-0061,Enter Drakenberg Castle,Rise of the Ice Dragons Trilogy,Midnight Tower,23,Social Interaction Emphasis,phase6-v0.3,experiments/production-backlog-009/production-backlog-009-qwen-social-adv0061-v1.yml
126,1,126,ADV-0061,Enter Drakenberg Castle,Rise of the Ice Dragons Trilogy,Midnight Tower,23,Investigation Emphasis,phase6-v0.4,experiments/production-backlog-009/production-backlog-009-qwen-investigation-adv0061-v1.yml
127,1,127,ADV-0138,In for a Penny,Forgotten Realms: Adventures in Faerûn,Wizards of the Coast,1,Levels,levels-v2.1,experiments/production-backlog-009/production-backlog-009-qwen-levels-adv0138-v1.yml
128,1,128,ADV-0138,In for a Penny,Forgotten Realms: Adventures in Faerûn,Wizards of the Coast,1,Combat Emphasis,production-base,experiments/production-backlog-009/production-backlog-009-qwen-combat-adv0138-v1.yml
129,1,129,ADV-0138,In for a Penny,Forgotten Realms: Adventures in Faerûn,Wizards of the Coast,1,Structural Openness,production-base,experiments/production-backlog-009/production-backlog-009-qwen-structural-openness-adv0138-v1.yml
130,1,130,ADV-0138,In for a Penny,Forgotten Realms: Adventures in Faerûn,Wizards of the Coast,1,Darkness / Horror Intensity,production-base,experiments/production-backlog-009/production-backlog-009-qwen-darkness-adv0138-v1.yml
131,1,131,ADV-0138,In for a Penny,Forgotten Realms: Adventures in Faerûn,Wizards of the Coast,1,Player Beginner Suitability,production-base,experiments/production-backlog-009/production-backlog-009-qwen-player-beginner-adv0138-v1.yml
