case_index,pack_index,pack_case_index,adventure_id,adventure_title,source_book,publisher,page_count,dimension,profile,manifest_path
61,1,61,ADV-0264,Redbrands' Hideout,Phandelver and Below: The Shattered Obelisk,Wizards of the Coast,10,Player Beginner Suitability,production-base,experiments/production-backlog-006/production-backlog-006-qwen-player-beginner-adv0264-v1.yml
62,1,62,ADV-0264,Redbrands' Hideout,Phandelver and Below: The Shattered Obelisk,Wizards of the Coast,10,Social Interaction Emphasis,phase6-v0.3,experiments/production-backlog-006/production-backlog-006-qwen-social-adv0264-v1.yml
63,1,63,ADV-0264,Redbrands' Hideout,Phandelver and Below: The Shattered Obelisk,Wizards of the Coast,10,Investigation Emphasis,phase6-v0.4,experiments/production-backlog-006/production-backlog-006-qwen-investigation-adv0264-v1.yml
64,1,64,ADV-0301,Maestro's Fall,Waterdeep: Dragon Heist,Wizards of the Coast,16,Levels,levels-v2.1,experiments/production-backlog-006/production-backlog-006-qwen-levels-adv0301-v1.yml
65,1,65,ADV-0301,Maestro's Fall,Waterdeep: Dragon Heist,Wizards of the Coast,16,Combat Emphasis,production-base,experiments/production-backlog-006/production-backlog-006-qwen-combat-adv0301-v1.yml
66,1,66,ADV-0301,Maestro's Fall,Waterdeep: Dragon Heist,Wizards of the Coast,16,Structural Openness,production-base,experiments/production-backlog-006/production-backlog-006-qwen-structural-openness-adv0301-v1.yml
67,1,67,ADV-0301,Maestro's Fall,Waterdeep: Dragon Heist,Wizards of the Coast,16,Darkness / Horror Intensity,production-base,experiments/production-backlog-006/production-backlog-006-qwen-darkness-adv0301-v1.yml
68,1,68,ADV-0301,Maestro's Fall,Waterdeep: Dragon Heist,Wizards of the Coast,16,Player Beginner Suitability,production-base,experiments/production-backlog-006/production-backlog-006-qwen-player-beginner-adv0301-v1.yml
69,1,69,ADV-0301,Maestro's Fall,Waterdeep: Dragon Heist,Wizards of the Coast,16,Social Interaction Emphasis,phase6-v0.3,experiments/production-backlog-006/production-backlog-006-qwen-social-adv0301-v1.yml
70,1,70,ADV-0301,Maestro's Fall,Waterdeep: Dragon Heist,Wizards of the Coast,16,Investigation Emphasis,phase6-v0.4,experiments/production-backlog-006/production-backlog-006-qwen-investigation-adv0301-v1.yml
71,2,1,ADV-0096,The Portal Prison,The Game Master's Book of Random Encounters,Topix Media Lab,10,Levels,levels-v2.1,experiments/production-backlog-006/production-backlog-006-qwen-levels-adv0096-v1.yml
72,2,2,ADV-0096,The Portal Prison,The Game Master's Book of Random Encounters,Topix Media Lab,10,Combat Emphasis,production-base,experiments/production-backlog-006/production-backlog-006-qwen-combat-adv0096-v1.yml
73,2,3,ADV-0096,The Portal Prison,The Game Master's Book of Random Encounters,Topix Media Lab,10,Structural Openness,production-base,experiments/production-backlog-006/production-backlog-006-qwen-structural-openness-adv0096-v1.yml
74,2,4,ADV-0096,The Portal Prison,The Game Master's Book of Random Encounters,Topix Media Lab,10,Darkness / Horror Intensity,production-base,experiments/production-backlog-006/production-backlog-006-qwen-darkness-adv0096-v1.yml
75,2,5,ADV-0096,The Portal Prison,The Game Master's Book of Random Encounters,Topix Media Lab,10,Player Beginner Suitability,production-base,experiments/production-backlog-006/production-backlog-006-qwen-player-beginner-adv0096-v1.yml
76,2,6,ADV-0096,The Portal Prison,The Game Master's Book of Random Encounters,Topix Media Lab,10,Social Interaction Emphasis,phase6-v0.3,experiments/production-backlog-006/production-backlog-006-qwen-social-adv0096-v1.yml
77,2,7,ADV-0096,The Portal Prison,The Game Master's Book of Random Encounters,Topix Media Lab,10,Investigation Emphasis,phase6-v0.4,experiments/production-backlog-006/production-backlog-006-qwen-investigation-adv0096-v1.yml
78,2,8,ADV-0050,Champion of Undeath,Labyrinth Adventures,Kobold Press,17,Levels,levels-v2.1,experiments/production-backlog-006/production-backlog-006-qwen-levels-adv0050-v1.yml
79,2,9,ADV-0050,Champion of Undeath,Labyrinth Adventures,Kobold Press,17,Combat Emphasis,production-base,experiments/production-backlog-006/production-backlog-006-qwen-combat-adv0050-v1.yml
80,2,10,ADV-0050,Champion of Undeath,Labyrinth Adventures,Kobold Press,17,Structural Openness,production-base,experiments/production-backlog-006/production-backlog-006-qwen-structural-openness-adv0050-v1.yml
81,2,11,ADV-0050,Champion of Undeath,Labyrinth Adventures,Kobold Press,17,Darkness / Horror Intensity,production-base,experiments/production-backlog-006/production-backlog-006-qwen-darkness-adv0050-v1.yml
82,2,12,ADV-0050,Champion of Undeath,Labyrinth Adventures,Kobold Press,17,Player Beginner Suitability,production-base,experiments/production-backlog-006/production-backlog-006-qwen-player-beginner-adv0050-v1.yml
83,2,13,ADV-0050,Champion of Undeath,Labyrinth Adventures,Kobold Press,17,Social Interaction Emphasis,phase6-v0.3,experiments/production-backlog-006/production-backlog-006-qwen-social-adv0050-v1.yml
84,2,14,ADV-0050,Champion of Undeath,Labyrinth Adventures,Kobold Press,17,Investigation Emphasis,phase6-v0.4,experiments/production-backlog-006/production-backlog-006-qwen-investigation-adv0050-v1.yml
85,2,15,ADV-0341,Caverns of Ooze,Waterdeep: Dungeon of the Mad Mage,Wizards of the Coast,10,Levels,levels-v2.1,experiments/production-backlog-006/production-backlog-006-qwen-levels-adv0341-v1.yml
86,2,16,ADV-0341,Caverns of Ooze,Waterdeep: Dungeon of the Mad Mage,Wizards of the Coast,10,Combat Emphasis,production-base,experiments/production-backlog-006/production-backlog-006-qwen-combat-adv0341-v1.yml
87,2,17,ADV-0341,Caverns of Ooze,Waterdeep: Dungeon of the Mad Mage,Wizards of the Coast,10,Structural Openness,production-base,experiments/production-backlog-006/production-backlog-006-qwen-structural-openness-adv0341-v1.yml
88,2,18,ADV-0341,Caverns of Ooze,Waterdeep: Dungeon of the Mad Mage,Wizards of the Coast,10,Darkness / Horror Intensity,production-base,experiments/production-backlog-006/production-backlog-006-qwen-darkness-adv0341-v1.yml
89,2,19,ADV-0341,Caverns of Ooze,Waterdeep: Dungeon of the Mad Mage,Wizards of the Coast,10,Player Beginner Suitability,production-base,experiments/production-backlog-006/production-backlog-006-qwen-player-beginner-adv0341-v1.yml
90,2,20,ADV-0341,Caverns of Ooze,Waterdeep: Dungeon of the Mad Mage,Wizards of the Coast,10,Social Interaction Emphasis,phase6-v0.3,experiments/production-backlog-006/production-backlog-006-qwen-social-adv0341-v1.yml
91,2,21,ADV-0341,Caverns of Ooze,Waterdeep: Dungeon of the Mad Mage,Wizards of the Coast,10,Investigation Emphasis,phase6-v0.4,experiments/production-backlog-006/production-backlog-006-qwen-investigation-adv0341-v1.yml
92,2,22,ADV-0011,Wonder of the Northern World,Tales From Eriador,Free League Publishing,18,Levels,levels-v2.1,experiments/production-backlog-006/production-backlog-006-qwen-levels-adv0011-v1.yml
93,2,23,ADV-0011,Wonder of the Northern World,Tales From Eriador,Free League Publishing,18,Combat Emphasis,production-base,experiments/production-backlog-006/production-backlog-006-qwen-combat-adv0011-v1.yml
94,2,24,ADV-0011,Wonder of the Northern World,Tales From Eriador,Free League Publishing,18,Structural Openness,production-base,experiments/production-backlog-006/production-backlog-006-qwen-structural-openness-adv0011-v1.yml
95,2,25,ADV-0011,Wonder of the Northern World,Tales From Eriador,Free League Publishing,18,Darkness / Horror Intensity,production-base,experiments/production-backlog-006/production-backlog-006-qwen-darkness-adv0011-v1.yml
96,2,26,ADV-0011,Wonder of the Northern World,Tales From Eriador,Free League Publishing,18,Player Beginner Suitability,production-base,experiments/production-backlog-006/production-backlog-006-qwen-player-beginner-adv0011-v1.yml
97,2,27,ADV-0011,Wonder of the Northern World,Tales From Eriador,Free League Publishing,18,Social Interaction Emphasis,phase6-v0.3,experiments/production-backlog-006/production-backlog-006-qwen-social-adv0011-v1.yml
98,2,28,ADV-0011,Wonder of the Northern World,Tales From Eriador,Free League Publishing,18,Investigation Emphasis,phase6-v0.4,experiments/production-backlog-006/production-backlog-006-qwen-investigation-adv0011-v1.yml
99,2,29,ADV-0206,The Mead Must Flow,Icewind Dale: Rime of the Frostmaiden,Wizards of the Coast,6,Levels,levels-v2.1,experiments/production-backlog-006/production-backlog-006-qwen-levels-adv0206-v1.yml
100,2,30,ADV-0206,The Mead Must Flow,Icewind Dale: Rime of the Frostmaiden,Wizards of the Coast,6,Combat Emphasis,production-base,experiments/production-backlog-006/production-backlog-006-qwen-combat-adv0206-v1.yml
101,2,31,ADV-0206,The Mead Must Flow,Icewind Dale: Rime of the Frostmaiden,Wizards of the Coast,6,Structural Openness,production-base,experiments/production-backlog-006/production-backlog-006-qwen-structural-openness-adv0206-v1.yml
102,2,32,ADV-0206,The Mead Must Flow,Icewind Dale: Rime of the Frostmaiden,Wizards of the Coast,6,Darkness / Horror Intensity,production-base,experiments/production-backlog-006/production-backlog-006-qwen-darkness-adv0206-v1.yml
103,2,33,ADV-0206,The Mead Must Flow,Icewind Dale: Rime of the Frostmaiden,Wizards of the Coast,6,Player Beginner Suitability,production-base,experiments/production-backlog-006/production-backlog-006-qwen-player-beginner-adv0206-v1.yml
104,2,34,ADV-0206,The Mead Must Flow,Icewind Dale: Rime of the Frostmaiden,Wizards of the Coast,6,Social Interaction Emphasis,phase6-v0.3,experiments/production-backlog-006/production-backlog-006-qwen-social-adv0206-v1.yml
105,2,35,ADV-0206,The Mead Must Flow,Icewind Dale: Rime of the Frostmaiden,Wizards of the Coast,6,Investigation Emphasis,phase6-v0.4,experiments/production-backlog-006/production-backlog-006-qwen-investigation-adv0206-v1.yml
106,2,36,ADV-0315,Forge of the Fire Giants,Storm King's Thunder,Wizards of the Coast,20,Levels,levels-v2.1,experiments/production-backlog-006/production-backlog-006-qwen-levels-adv0315-v1.yml
107,2,37,ADV-0315,Forge of the Fire Giants,Storm King's Thunder,Wizards of the Coast,20,Combat Emphasis,production-base,experiments/production-backlog-006/production-backlog-006-qwen-combat-adv0315-v1.yml
108,2,38,ADV-0315,Forge of the Fire Giants,Storm King's Thunder,Wizards of the Coast,20,Structural Openness,production-base,experiments/production-backlog-006/production-backlog-006-qwen-structural-openness-adv0315-v1.yml
109,2,39,ADV-0315,Forge of the Fire Giants,Storm King's Thunder,Wizards of the Coast,20,Darkness / Horror Intensity,production-base,experiments/production-backlog-006/production-backlog-006-qwen-darkness-adv0315-v1.yml
110,2,40,ADV-0315,Forge of the Fire Giants,Storm King's Thunder,Wizards of the Coast,20,Player Beginner Suitability,production-base,experiments/production-backlog-006/production-backlog-006-qwen-player-beginner-adv0315-v1.yml
111,2,41,ADV-0315,Forge of the Fire Giants,Storm King's Thunder,Wizards of the Coast,20,Social Interaction Emphasis,phase6-v0.3,experiments/production-backlog-006/production-backlog-006-qwen-social-adv0315-v1.yml
112,2,42,ADV-0315,Forge of the Fire Giants,Storm King's Thunder,Wizards of the Coast,20,Investigation Emphasis,phase6-v0.4,experiments/production-backlog-006/production-backlog-006-qwen-investigation-adv0315-v1.yml
113,2,43,ADV-0321,Doom of the Desert,Storm King's Thunder,Wizards of the Coast,6,Levels,levels-v2.1,experiments/production-backlog-006/production-backlog-006-qwen-levels-adv0321-v1.yml
114,2,44,ADV-0321,Doom of the Desert,Storm King's Thunder,Wizards of the Coast,6,Combat Emphasis,production-base,experiments/production-backlog-006/production-backlog-006-qwen-combat-adv0321-v1.yml
115,2,45,ADV-0321,Doom of the Desert,Storm King's Thunder,Wizards of the Coast,6,Structural Openness,production-base,experiments/production-backlog-006/production-backlog-006-qwen-structural-openness-adv0321-v1.yml
116,2,46,ADV-0321,Doom of the Desert,Storm King's Thunder,Wizards of the Coast,6,Darkness / Horror Intensity,production-base,experiments/production-backlog-006/production-backlog-006-qwen-darkness-adv0321-v1.yml
117,2,47,ADV-0321,Doom of the Desert,Storm King's Thunder,Wizards of the Coast,6,Player Beginner Suitability,production-base,experiments/production-backlog-006/production-backlog-006-qwen-player-beginner-adv0321-v1.yml
118,2,48,ADV-0321,Doom of the Desert,Storm King's Thunder,Wizards of the Coast,6,Social Interaction Emphasis,phase6-v0.3,experiments/production-backlog-006/production-backlog-006-qwen-social-adv0321-v1.yml
119,2,49,ADV-0321,Doom of the Desert,Storm King's Thunder,Wizards of the Coast,6,Investigation Emphasis,phase6-v0.4,experiments/production-backlog-006/production-backlog-006-qwen-investigation-adv0321-v1.yml
120,2,50,ADV-0038,Pharaoh,Quests from the Infinite Staircase,Wizards of the Coast,26,Levels,levels-v2.1,experiments/production-backlog-006/production-backlog-006-qwen-levels-adv0038-v1.yml
121,2,51,ADV-0038,Pharaoh,Quests from the Infinite Staircase,Wizards of the Coast,26,Combat Emphasis,production-base,experiments/production-backlog-006/production-backlog-006-qwen-combat-adv0038-v1.yml
122,2,52,ADV-0038,Pharaoh,Quests from the Infinite Staircase,Wizards of the Coast,26,Structural Openness,production-base,experiments/production-backlog-006/production-backlog-006-qwen-structural-openness-adv0038-v1.yml
123,2,53,ADV-0038,Pharaoh,Quests from the Infinite Staircase,Wizards of the Coast,26,Darkness / Horror Intensity,production-base,experiments/production-backlog-006/production-backlog-006-qwen-darkness-adv0038-v1.yml
124,2,54,ADV-0038,Pharaoh,Quests from the Infinite Staircase,Wizards of the Coast,26,Player Beginner Suitability,production-base,experiments/production-backlog-006/production-backlog-006-qwen-player-beginner-adv0038-v1.yml
125,2,55,ADV-0038,Pharaoh,Quests from the Infinite Staircase,Wizards of the Coast,26,Social Interaction Emphasis,phase6-v0.3,experiments/production-backlog-006/production-backlog-006-qwen-social-adv0038-v1.yml
126,2,56,ADV-0038,Pharaoh,Quests from the Infinite Staircase,Wizards of the Coast,26,Investigation Emphasis,phase6-v0.4,experiments/production-backlog-006/production-backlog-006-qwen-investigation-adv0038-v1.yml
127,2,57,ADV-0252,Campus Daredevils,Strixhaven: A Curriculum of Chaos,Wizards of the Coast,9,Levels,levels-v2.1,experiments/production-backlog-006/production-backlog-006-qwen-levels-adv0252-v1.yml
128,2,58,ADV-0252,Campus Daredevils,Strixhaven: A Curriculum of Chaos,Wizards of the Coast,9,Combat Emphasis,production-base,experiments/production-backlog-006/production-backlog-006-qwen-combat-adv0252-v1.yml
129,2,59,ADV-0252,Campus Daredevils,Strixhaven: A Curriculum of Chaos,Wizards of the Coast,9,Structural Openness,production-base,experiments/production-backlog-006/production-backlog-006-qwen-structural-openness-adv0252-v1.yml
130,2,60,ADV-0252,Campus Daredevils,Strixhaven: A Curriculum of Chaos,Wizards of the Coast,9,Darkness / Horror Intensity,production-base,experiments/production-backlog-006/production-backlog-006-qwen-darkness-adv0252-v1.yml
131,2,61,ADV-0252,Campus Daredevils,Strixhaven: A Curriculum of Chaos,Wizards of the Coast,9,Player Beginner Suitability,production-base,experiments/production-backlog-006/production-backlog-006-qwen-player-beginner-adv0252-v1.yml
132,2,62,ADV-0252,Campus Daredevils,Strixhaven: A Curriculum of Chaos,Wizards of the Coast,9,Social Interaction Emphasis,phase6-v0.3,experiments/production-backlog-006/production-backlog-006-qwen-social-adv0252-v1.yml
