case_index,pack_index,pack_case_index,adventure_id,adventure_title,source_book,publisher,page_count,dimension,profile,manifest_path
132,2,62,ADV-0089,Presto Change-o,The Game Master's Book of Random Encounters,Topix Media Lab,12,Social Interaction Emphasis,phase6-v0.3,experiments/production-backlog-002/production-backlog-002-qwen-social-adv0089-v1.yml
133,2,63,ADV-0089,Presto Change-o,The Game Master's Book of Random Encounters,Topix Media Lab,12,Investigation Emphasis,phase6-v0.4,experiments/production-backlog-002/production-backlog-002-qwen-investigation-adv0089-v1.yml
134,2,64,ADV-0069,Castle Ravenloft,Curse of Strahd,Wizards of the Coast,40,Levels,levels-v2.1,experiments/production-backlog-002/production-backlog-002-qwen-levels-adv0069-v1.yml
135,2,65,ADV-0069,Castle Ravenloft,Curse of Strahd,Wizards of the Coast,40,Combat Emphasis,production-base,experiments/production-backlog-002/production-backlog-002-qwen-combat-adv0069-v1.yml
136,2,66,ADV-0069,Castle Ravenloft,Curse of Strahd,Wizards of the Coast,40,Structural Openness,production-base,experiments/production-backlog-002/production-backlog-002-qwen-structural-openness-adv0069-v1.yml
137,2,67,ADV-0069,Castle Ravenloft,Curse of Strahd,Wizards of the Coast,40,Darkness / Horror Intensity,production-base,experiments/production-backlog-002/production-backlog-002-qwen-darkness-adv0069-v1.yml
138,2,68,ADV-0069,Castle Ravenloft,Curse of Strahd,Wizards of the Coast,40,Player Beginner Suitability,production-base,experiments/production-backlog-002/production-backlog-002-qwen-player-beginner-adv0069-v1.yml
139,2,69,ADV-0069,Castle Ravenloft,Curse of Strahd,Wizards of the Coast,40,Social Interaction Emphasis,phase6-v0.3,experiments/production-backlog-002/production-backlog-002-qwen-social-adv0069-v1.yml
140,2,70,ADV-0069,Castle Ravenloft,Curse of Strahd,Wizards of the Coast,40,Investigation Emphasis,phase6-v0.4,experiments/production-backlog-002/production-backlog-002-qwen-investigation-adv0069-v1.yml
141,3,1,ADV-0128,Disinterred Danger,Forgotten Realms: Adventures in Faerûn,Wizards of the Coast,1,Levels,levels-v2.1,experiments/production-backlog-002/production-backlog-002-qwen-levels-adv0128-v1.yml
142,3,2,ADV-0128,Disinterred Danger,Forgotten Realms: Adventures in Faerûn,Wizards of the Coast,1,Combat Emphasis,production-base,experiments/production-backlog-002/production-backlog-002-qwen-combat-adv0128-v1.yml
143,3,3,ADV-0128,Disinterred Danger,Forgotten Realms: Adventures in Faerûn,Wizards of the Coast,1,Structural Openness,production-base,experiments/production-backlog-002/production-backlog-002-qwen-structural-openness-adv0128-v1.yml
144,3,4,ADV-0128,Disinterred Danger,Forgotten Realms: Adventures in Faerûn,Wizards of the Coast,1,Darkness / Horror Intensity,production-base,experiments/production-backlog-002/production-backlog-002-qwen-darkness-adv0128-v1.yml
145,3,5,ADV-0128,Disinterred Danger,Forgotten Realms: Adventures in Faerûn,Wizards of the Coast,1,Player Beginner Suitability,production-base,experiments/production-backlog-002/production-backlog-002-qwen-player-beginner-adv0128-v1.yml
146,3,6,ADV-0128,Disinterred Danger,Forgotten Realms: Adventures in Faerûn,Wizards of the Coast,1,Social Interaction Emphasis,phase6-v0.3,experiments/production-backlog-002/production-backlog-002-qwen-social-adv0128-v1.yml
147,3,7,ADV-0128,Disinterred Danger,Forgotten Realms: Adventures in Faerûn,Wizards of the Coast,1,Investigation Emphasis,phase6-v0.4,experiments/production-backlog-002/production-backlog-002-qwen-investigation-adv0128-v1.yml
148,3,8,ADV-0319,The Grand Dame,Storm King's Thunder,Wizards of the Coast,4,Levels,levels-v2.1,experiments/production-backlog-002/production-backlog-002-qwen-levels-adv0319-v1.yml
149,3,9,ADV-0319,The Grand Dame,Storm King's Thunder,Wizards of the Coast,4,Combat Emphasis,production-base,experiments/production-backlog-002/production-backlog-002-qwen-combat-adv0319-v1.yml
150,3,10,ADV-0319,The Grand Dame,Storm King's Thunder,Wizards of the Coast,4,Structural Openness,production-base,experiments/production-backlog-002/production-backlog-002-qwen-structural-openness-adv0319-v1.yml
151,3,11,ADV-0319,The Grand Dame,Storm King's Thunder,Wizards of the Coast,4,Darkness / Horror Intensity,production-base,experiments/production-backlog-002/production-backlog-002-qwen-darkness-adv0319-v1.yml
152,3,12,ADV-0319,The Grand Dame,Storm King's Thunder,Wizards of the Coast,4,Player Beginner Suitability,production-base,experiments/production-backlog-002/production-backlog-002-qwen-player-beginner-adv0319-v1.yml
153,3,13,ADV-0319,The Grand Dame,Storm King's Thunder,Wizards of the Coast,4,Social Interaction Emphasis,phase6-v0.3,experiments/production-backlog-002/production-backlog-002-qwen-social-adv0319-v1.yml
154,3,14,ADV-0319,The Grand Dame,Storm King's Thunder,Wizards of the Coast,4,Investigation Emphasis,phase6-v0.4,experiments/production-backlog-002/production-backlog-002-qwen-investigation-adv0319-v1.yml
155,3,15,ADV-0327,Wyllowwood,Waterdeep: Dungeon of the Mad Mage,Wizards of the Coast,12,Levels,levels-v2.1,experiments/production-backlog-002/production-backlog-002-qwen-levels-adv0327-v1.yml
156,3,16,ADV-0327,Wyllowwood,Waterdeep: Dungeon of the Mad Mage,Wizards of the Coast,12,Combat Emphasis,production-base,experiments/production-backlog-002/production-backlog-002-qwen-combat-adv0327-v1.yml
157,3,17,ADV-0327,Wyllowwood,Waterdeep: Dungeon of the Mad Mage,Wizards of the Coast,12,Structural Openness,production-base,experiments/production-backlog-002/production-backlog-002-qwen-structural-openness-adv0327-v1.yml
158,3,18,ADV-0327,Wyllowwood,Waterdeep: Dungeon of the Mad Mage,Wizards of the Coast,12,Darkness / Horror Intensity,production-base,experiments/production-backlog-002/production-backlog-002-qwen-darkness-adv0327-v1.yml
159,3,19,ADV-0327,Wyllowwood,Waterdeep: Dungeon of the Mad Mage,Wizards of the Coast,12,Player Beginner Suitability,production-base,experiments/production-backlog-002/production-backlog-002-qwen-player-beginner-adv0327-v1.yml
160,3,20,ADV-0327,Wyllowwood,Waterdeep: Dungeon of the Mad Mage,Wizards of the Coast,12,Social Interaction Emphasis,phase6-v0.3,experiments/production-backlog-002/production-backlog-002-qwen-social-adv0327-v1.yml
161,3,21,ADV-0327,Wyllowwood,Waterdeep: Dungeon of the Mad Mage,Wizards of the Coast,12,Investigation Emphasis,phase6-v0.4,experiments/production-backlog-002/production-backlog-002-qwen-investigation-adv0327-v1.yml
162,3,22,ADV-0056,Troubles in Winterhold,Secrets of the Drow Trilogy,Midnight Tower,40,Levels,levels-v2.1,experiments/production-backlog-002/production-backlog-002-qwen-levels-adv0056-v1.yml
163,3,23,ADV-0056,Troubles in Winterhold,Secrets of the Drow Trilogy,Midnight Tower,40,Combat Emphasis,production-base,experiments/production-backlog-002/production-backlog-002-qwen-combat-adv0056-v1.yml
164,3,24,ADV-0056,Troubles in Winterhold,Secrets of the Drow Trilogy,Midnight Tower,40,Structural Openness,production-base,experiments/production-backlog-002/production-backlog-002-qwen-structural-openness-adv0056-v1.yml
165,3,25,ADV-0056,Troubles in Winterhold,Secrets of the Drow Trilogy,Midnight Tower,40,Darkness / Horror Intensity,production-base,experiments/production-backlog-002/production-backlog-002-qwen-darkness-adv0056-v1.yml
166,3,26,ADV-0056,Troubles in Winterhold,Secrets of the Drow Trilogy,Midnight Tower,40,Player Beginner Suitability,production-base,experiments/production-backlog-002/production-backlog-002-qwen-player-beginner-adv0056-v1.yml
167,3,27,ADV-0056,Troubles in Winterhold,Secrets of the Drow Trilogy,Midnight Tower,40,Social Interaction Emphasis,phase6-v0.3,experiments/production-backlog-002/production-backlog-002-qwen-social-adv0056-v1.yml
168,3,28,ADV-0056,Troubles in Winterhold,Secrets of the Drow Trilogy,Midnight Tower,40,Investigation Emphasis,phase6-v0.4,experiments/production-backlog-002/production-backlog-002-qwen-investigation-adv0056-v1.yml
169,3,29,ADV-0129,The Drowning Forest,Forgotten Realms: Adventures in Faerûn,Wizards of the Coast,1,Levels,levels-v2.1,experiments/production-backlog-002/production-backlog-002-qwen-levels-adv0129-v1.yml
170,3,30,ADV-0129,The Drowning Forest,Forgotten Realms: Adventures in Faerûn,Wizards of the Coast,1,Combat Emphasis,production-base,experiments/production-backlog-002/production-backlog-002-qwen-combat-adv0129-v1.yml
171,3,31,ADV-0129,The Drowning Forest,Forgotten Realms: Adventures in Faerûn,Wizards of the Coast,1,Structural Openness,production-base,experiments/production-backlog-002/production-backlog-002-qwen-structural-openness-adv0129-v1.yml
172,3,32,ADV-0129,The Drowning Forest,Forgotten Realms: Adventures in Faerûn,Wizards of the Coast,1,Darkness / Horror Intensity,production-base,experiments/production-backlog-002/production-backlog-002-qwen-darkness-adv0129-v1.yml
173,3,33,ADV-0129,The Drowning Forest,Forgotten Realms: Adventures in Faerûn,Wizards of the Coast,1,Player Beginner Suitability,production-base,experiments/production-backlog-002/production-backlog-002-qwen-player-beginner-adv0129-v1.yml
174,3,34,ADV-0129,The Drowning Forest,Forgotten Realms: Adventures in Faerûn,Wizards of the Coast,1,Social Interaction Emphasis,phase6-v0.3,experiments/production-backlog-002/production-backlog-002-qwen-social-adv0129-v1.yml
175,3,35,ADV-0129,The Drowning Forest,Forgotten Realms: Adventures in Faerûn,Wizards of the Coast,1,Investigation Emphasis,phase6-v0.4,experiments/production-backlog-002/production-backlog-002-qwen-investigation-adv0129-v1.yml
176,3,36,ADV-0253,Secrets in Sedgemoor,Strixhaven: A Curriculum of Chaos,Wizards of the Coast,4,Levels,levels-v2.1,experiments/production-backlog-002/production-backlog-002-qwen-levels-adv0253-v1.yml
177,3,37,ADV-0253,Secrets in Sedgemoor,Strixhaven: A Curriculum of Chaos,Wizards of the Coast,4,Combat Emphasis,production-base,experiments/production-backlog-002/production-backlog-002-qwen-combat-adv0253-v1.yml
178,3,38,ADV-0253,Secrets in Sedgemoor,Strixhaven: A Curriculum of Chaos,Wizards of the Coast,4,Structural Openness,production-base,experiments/production-backlog-002/production-backlog-002-qwen-structural-openness-adv0253-v1.yml
179,3,39,ADV-0253,Secrets in Sedgemoor,Strixhaven: A Curriculum of Chaos,Wizards of the Coast,4,Darkness / Horror Intensity,production-base,experiments/production-backlog-002/production-backlog-002-qwen-darkness-adv0253-v1.yml
180,3,40,ADV-0253,Secrets in Sedgemoor,Strixhaven: A Curriculum of Chaos,Wizards of the Coast,4,Player Beginner Suitability,production-base,experiments/production-backlog-002/production-backlog-002-qwen-player-beginner-adv0253-v1.yml
181,3,41,ADV-0253,Secrets in Sedgemoor,Strixhaven: A Curriculum of Chaos,Wizards of the Coast,4,Social Interaction Emphasis,phase6-v0.3,experiments/production-backlog-002/production-backlog-002-qwen-social-adv0253-v1.yml
182,3,42,ADV-0253,Secrets in Sedgemoor,Strixhaven: A Curriculum of Chaos,Wizards of the Coast,4,Investigation Emphasis,phase6-v0.4,experiments/production-backlog-002/production-backlog-002-qwen-investigation-adv0253-v1.yml
183,3,43,ADV-0231,Isle of the Abbey,Ghosts of Saltmarsh,Wizards of the Coast,13,Levels,levels-v2.1,experiments/production-backlog-002/production-backlog-002-qwen-levels-adv0231-v1.yml
184,3,44,ADV-0231,Isle of the Abbey,Ghosts of Saltmarsh,Wizards of the Coast,13,Combat Emphasis,production-base,experiments/production-backlog-002/production-backlog-002-qwen-combat-adv0231-v1.yml
185,3,45,ADV-0231,Isle of the Abbey,Ghosts of Saltmarsh,Wizards of the Coast,13,Structural Openness,production-base,experiments/production-backlog-002/production-backlog-002-qwen-structural-openness-adv0231-v1.yml
186,3,46,ADV-0231,Isle of the Abbey,Ghosts of Saltmarsh,Wizards of the Coast,13,Darkness / Horror Intensity,production-base,experiments/production-backlog-002/production-backlog-002-qwen-darkness-adv0231-v1.yml
187,3,47,ADV-0231,Isle of the Abbey,Ghosts of Saltmarsh,Wizards of the Coast,13,Player Beginner Suitability,production-base,experiments/production-backlog-002/production-backlog-002-qwen-player-beginner-adv0231-v1.yml
188,3,48,ADV-0231,Isle of the Abbey,Ghosts of Saltmarsh,Wizards of the Coast,13,Social Interaction Emphasis,phase6-v0.3,experiments/production-backlog-002/production-backlog-002-qwen-social-adv0231-v1.yml
189,3,49,ADV-0231,Isle of the Abbey,Ghosts of Saltmarsh,Wizards of the Coast,13,Investigation Emphasis,phase6-v0.4,experiments/production-backlog-002/production-backlog-002-qwen-investigation-adv0231-v1.yml
190,3,50,ADV-0065,Heart of Darkness,Battle for the Realm Trilogy,Midnight Tower,48,Levels,levels-v2.1,experiments/production-backlog-002/production-backlog-002-qwen-levels-adv0065-v1.yml
191,3,51,ADV-0065,Heart of Darkness,Battle for the Realm Trilogy,Midnight Tower,48,Combat Emphasis,production-base,experiments/production-backlog-002/production-backlog-002-qwen-combat-adv0065-v1.yml
192,3,52,ADV-0065,Heart of Darkness,Battle for the Realm Trilogy,Midnight Tower,48,Structural Openness,production-base,experiments/production-backlog-002/production-backlog-002-qwen-structural-openness-adv0065-v1.yml
193,3,53,ADV-0065,Heart of Darkness,Battle for the Realm Trilogy,Midnight Tower,48,Darkness / Horror Intensity,production-base,experiments/production-backlog-002/production-backlog-002-qwen-darkness-adv0065-v1.yml
194,3,54,ADV-0065,Heart of Darkness,Battle for the Realm Trilogy,Midnight Tower,48,Player Beginner Suitability,production-base,experiments/production-backlog-002/production-backlog-002-qwen-player-beginner-adv0065-v1.yml
195,3,55,ADV-0065,Heart of Darkness,Battle for the Realm Trilogy,Midnight Tower,48,Social Interaction Emphasis,phase6-v0.3,experiments/production-backlog-002/production-backlog-002-qwen-social-adv0065-v1.yml
196,3,56,ADV-0065,Heart of Darkness,Battle for the Realm Trilogy,Midnight Tower,48,Investigation Emphasis,phase6-v0.4,experiments/production-backlog-002/production-backlog-002-qwen-investigation-adv0065-v1.yml
197,3,57,ADV-0130,The Lost Dawn,Forgotten Realms: Adventures in Faerûn,Wizards of the Coast,1,Levels,levels-v2.1,experiments/production-backlog-002/production-backlog-002-qwen-levels-adv0130-v1.yml
198,3,58,ADV-0130,The Lost Dawn,Forgotten Realms: Adventures in Faerûn,Wizards of the Coast,1,Combat Emphasis,production-base,experiments/production-backlog-002/production-backlog-002-qwen-combat-adv0130-v1.yml
199,3,59,ADV-0130,The Lost Dawn,Forgotten Realms: Adventures in Faerûn,Wizards of the Coast,1,Structural Openness,production-base,experiments/production-backlog-002/production-backlog-002-qwen-structural-openness-adv0130-v1.yml
200,3,60,ADV-0130,The Lost Dawn,Forgotten Realms: Adventures in Faerûn,Wizards of the Coast,1,Darkness / Horror Intensity,production-base,experiments/production-backlog-002/production-backlog-002-qwen-darkness-adv0130-v1.yml
201,3,61,ADV-0130,The Lost Dawn,Forgotten Realms: Adventures in Faerûn,Wizards of the Coast,1,Player Beginner Suitability,production-base,experiments/production-backlog-002/production-backlog-002-qwen-player-beginner-adv0130-v1.yml
202,3,62,ADV-0130,The Lost Dawn,Forgotten Realms: Adventures in Faerûn,Wizards of the Coast,1,Social Interaction Emphasis,phase6-v0.3,experiments/production-backlog-002/production-backlog-002-qwen-social-adv0130-v1.yml
203,3,63,ADV-0130,The Lost Dawn,Forgotten Realms: Adventures in Faerûn,Wizards of the Coast,1,Investigation Emphasis,phase6-v0.4,experiments/production-backlog-002/production-backlog-002-qwen-investigation-adv0130-v1.yml
204,3,64,ADV-0280,Free Sir Talavar,The Wild Beyond the Witchlight,Wizards of the Coast,4,Levels,levels-v2.1,experiments/production-backlog-002/production-backlog-002-qwen-levels-adv0280-v1.yml
205,3,65,ADV-0280,Free Sir Talavar,The Wild Beyond the Witchlight,Wizards of the Coast,4,Combat Emphasis,production-base,experiments/production-backlog-002/production-backlog-002-qwen-combat-adv0280-v1.yml
206,3,66,ADV-0280,Free Sir Talavar,The Wild Beyond the Witchlight,Wizards of the Coast,4,Structural Openness,production-base,experiments/production-backlog-002/production-backlog-002-qwen-structural-openness-adv0280-v1.yml
207,3,67,ADV-0280,Free Sir Talavar,The Wild Beyond the Witchlight,Wizards of the Coast,4,Darkness / Horror Intensity,production-base,experiments/production-backlog-002/production-backlog-002-qwen-darkness-adv0280-v1.yml
208,3,68,ADV-0280,Free Sir Talavar,The Wild Beyond the Witchlight,Wizards of the Coast,4,Player Beginner Suitability,production-base,experiments/production-backlog-002/production-backlog-002-qwen-player-beginner-adv0280-v1.yml
209,3,69,ADV-0280,Free Sir Talavar,The Wild Beyond the Witchlight,Wizards of the Coast,4,Social Interaction Emphasis,phase6-v0.3,experiments/production-backlog-002/production-backlog-002-qwen-social-adv0280-v1.yml
210,3,70,ADV-0280,Free Sir Talavar,The Wild Beyond the Witchlight,Wizards of the Coast,4,Investigation Emphasis,phase6-v0.4,experiments/production-backlog-002/production-backlog-002-qwen-investigation-adv0280-v1.yml
211,4,1,ADV-0021,"Baldur's Gate, Southwest District",Heroes of Baldur's Gate,Arcanum Worlds,13,Levels,levels-v2.1,experiments/production-backlog-002/production-backlog-002-qwen-levels-adv0021-v1.yml
212,4,2,ADV-0021,"Baldur's Gate, Southwest District",Heroes of Baldur's Gate,Arcanum Worlds,13,Combat Emphasis,production-base,experiments/production-backlog-002/production-backlog-002-qwen-combat-adv0021-v1.yml
213,4,3,ADV-0021,"Baldur's Gate, Southwest District",Heroes of Baldur's Gate,Arcanum Worlds,13,Structural Openness,production-base,experiments/production-backlog-002/production-backlog-002-qwen-structural-openness-adv0021-v1.yml
214,4,4,ADV-0021,"Baldur's Gate, Southwest District",Heroes of Baldur's Gate,Arcanum Worlds,13,Darkness / Horror Intensity,production-base,experiments/production-backlog-002/production-backlog-002-qwen-darkness-adv0021-v1.yml
215,4,5,ADV-0021,"Baldur's Gate, Southwest District",Heroes of Baldur's Gate,Arcanum Worlds,13,Player Beginner Suitability,production-base,experiments/production-backlog-002/production-backlog-002-qwen-player-beginner-adv0021-v1.yml
216,4,6,ADV-0021,"Baldur's Gate, Southwest District",Heroes of Baldur's Gate,Arcanum Worlds,13,Social Interaction Emphasis,phase6-v0.3,experiments/production-backlog-002/production-backlog-002-qwen-social-adv0021-v1.yml
217,4,7,ADV-0021,"Baldur's Gate, Southwest District",Heroes of Baldur's Gate,Arcanum Worlds,13,Investigation Emphasis,phase6-v0.4,experiments/production-backlog-002/production-backlog-002-qwen-investigation-adv0021-v1.yml
218,4,8,ADV-0057,Find the Lost Expedition,Secrets of the Drow Trilogy,Midnight Tower,40,Levels,levels-v2.1,experiments/production-backlog-002/production-backlog-002-qwen-levels-adv0057-v1.yml
219,4,9,ADV-0057,Find the Lost Expedition,Secrets of the Drow Trilogy,Midnight Tower,40,Combat Emphasis,production-base,experiments/production-backlog-002/production-backlog-002-qwen-combat-adv0057-v1.yml
220,4,10,ADV-0057,Find the Lost Expedition,Secrets of the Drow Trilogy,Midnight Tower,40,Structural Openness,production-base,experiments/production-backlog-002/production-backlog-002-qwen-structural-openness-adv0057-v1.yml
221,4,11,ADV-0057,Find the Lost Expedition,Secrets of the Drow Trilogy,Midnight Tower,40,Darkness / Horror Intensity,production-base,experiments/production-backlog-002/production-backlog-002-qwen-darkness-adv0057-v1.yml
222,4,12,ADV-0057,Find the Lost Expedition,Secrets of the Drow Trilogy,Midnight Tower,40,Player Beginner Suitability,production-base,experiments/production-backlog-002/production-backlog-002-qwen-player-beginner-adv0057-v1.yml
223,4,13,ADV-0057,Find the Lost Expedition,Secrets of the Drow Trilogy,Midnight Tower,40,Social Interaction Emphasis,phase6-v0.3,experiments/production-backlog-002/production-backlog-002-qwen-social-adv0057-v1.yml
224,4,14,ADV-0057,Find the Lost Expedition,Secrets of the Drow Trilogy,Midnight Tower,40,Investigation Emphasis,phase6-v0.4,experiments/production-backlog-002/production-backlog-002-qwen-investigation-adv0057-v1.yml
225,4,15,ADV-0291,Encounter 2: Mistshore,Waterdeep: Dragon Heist,Wizards of the Coast,4,Levels,levels-v2.1,experiments/production-backlog-002/production-backlog-002-qwen-levels-adv0291-v1.yml
226,4,16,ADV-0291,Encounter 2: Mistshore,Waterdeep: Dragon Heist,Wizards of the Coast,4,Combat Emphasis,production-base,experiments/production-backlog-002/production-backlog-002-qwen-combat-adv0291-v1.yml
227,4,17,ADV-0291,Encounter 2: Mistshore,Waterdeep: Dragon Heist,Wizards of the Coast,4,Structural Openness,production-base,experiments/production-backlog-002/production-backlog-002-qwen-structural-openness-adv0291-v1.yml
228,4,18,ADV-0291,Encounter 2: Mistshore,Waterdeep: Dragon Heist,Wizards of the Coast,4,Darkness / Horror Intensity,production-base,experiments/production-backlog-002/production-backlog-002-qwen-darkness-adv0291-v1.yml
229,4,19,ADV-0291,Encounter 2: Mistshore,Waterdeep: Dragon Heist,Wizards of the Coast,4,Player Beginner Suitability,production-base,experiments/production-backlog-002/production-backlog-002-qwen-player-beginner-adv0291-v1.yml
230,4,20,ADV-0291,Encounter 2: Mistshore,Waterdeep: Dragon Heist,Wizards of the Coast,4,Social Interaction Emphasis,phase6-v0.3,experiments/production-backlog-002/production-backlog-002-qwen-social-adv0291-v1.yml
231,4,21,ADV-0291,Encounter 2: Mistshore,Waterdeep: Dragon Heist,Wizards of the Coast,4,Investigation Emphasis,phase6-v0.4,experiments/production-backlog-002/production-backlog-002-qwen-investigation-adv0291-v1.yml
232,4,22,ADV-0088,Eve of Ruin,Vecna: Eve of Ruin,Wizards of the Coast,13,Levels,levels-v2.1,experiments/production-backlog-002/production-backlog-002-qwen-levels-adv0088-v1.yml
233,4,23,ADV-0088,Eve of Ruin,Vecna: Eve of Ruin,Wizards of the Coast,13,Combat Emphasis,production-base,experiments/production-backlog-002/production-backlog-002-qwen-combat-adv0088-v1.yml
234,4,24,ADV-0088,Eve of Ruin,Vecna: Eve of Ruin,Wizards of the Coast,13,Structural Openness,production-base,experiments/production-backlog-002/production-backlog-002-qwen-structural-openness-adv0088-v1.yml
235,4,25,ADV-0088,Eve of Ruin,Vecna: Eve of Ruin,Wizards of the Coast,13,Darkness / Horror Intensity,production-base,experiments/production-backlog-002/production-backlog-002-qwen-darkness-adv0088-v1.yml
236,4,26,ADV-0088,Eve of Ruin,Vecna: Eve of Ruin,Wizards of the Coast,13,Player Beginner Suitability,production-base,experiments/production-backlog-002/production-backlog-002-qwen-player-beginner-adv0088-v1.yml
237,4,27,ADV-0088,Eve of Ruin,Vecna: Eve of Ruin,Wizards of the Coast,13,Social Interaction Emphasis,phase6-v0.3,experiments/production-backlog-002/production-backlog-002-qwen-social-adv0088-v1.yml
238,4,28,ADV-0088,Eve of Ruin,Vecna: Eve of Ruin,Wizards of the Coast,13,Investigation Emphasis,phase6-v0.4,experiments/production-backlog-002/production-backlog-002-qwen-investigation-adv0088-v1.yml
239,4,29,ADV-0023,Cloakwood Forest,Heroes of Baldur's Gate,Arcanum Worlds,5,Levels,levels-v2.1,experiments/production-backlog-002/production-backlog-002-qwen-levels-adv0023-v1.yml
240,4,30,ADV-0023,Cloakwood Forest,Heroes of Baldur's Gate,Arcanum Worlds,5,Combat Emphasis,production-base,experiments/production-backlog-002/production-backlog-002-qwen-combat-adv0023-v1.yml
241,4,31,ADV-0023,Cloakwood Forest,Heroes of Baldur's Gate,Arcanum Worlds,5,Structural Openness,production-base,experiments/production-backlog-002/production-backlog-002-qwen-structural-openness-adv0023-v1.yml
242,4,32,ADV-0023,Cloakwood Forest,Heroes of Baldur's Gate,Arcanum Worlds,5,Darkness / Horror Intensity,production-base,experiments/production-backlog-002/production-backlog-002-qwen-darkness-adv0023-v1.yml
243,4,33,ADV-0023,Cloakwood Forest,Heroes of Baldur's Gate,Arcanum Worlds,5,Player Beginner Suitability,production-base,experiments/production-backlog-002/production-backlog-002-qwen-player-beginner-adv0023-v1.yml
244,4,34,ADV-0023,Cloakwood Forest,Heroes of Baldur's Gate,Arcanum Worlds,5,Social Interaction Emphasis,phase6-v0.3,experiments/production-backlog-002/production-backlog-002-qwen-social-adv0023-v1.yml
245,4,35,ADV-0023,Cloakwood Forest,Heroes of Baldur's Gate,Arcanum Worlds,5,Investigation Emphasis,phase6-v0.4,experiments/production-backlog-002/production-backlog-002-qwen-investigation-adv0023-v1.yml
246,4,36,ADV-0249,The Flying Citadel,Dragonlance: Shadow of the Dragon Queen,Wizards of the Coast,14,Levels,levels-v2.1,experiments/production-backlog-002/production-backlog-002-qwen-levels-adv0249-v1.yml
247,4,37,ADV-0249,The Flying Citadel,Dragonlance: Shadow of the Dragon Queen,Wizards of the Coast,14,Combat Emphasis,production-base,experiments/production-backlog-002/production-backlog-002-qwen-combat-adv0249-v1.yml
248,4,38,ADV-0249,The Flying Citadel,Dragonlance: Shadow of the Dragon Queen,Wizards of the Coast,14,Structural Openness,production-base,experiments/production-backlog-002/production-backlog-002-qwen-structural-openness-adv0249-v1.yml
249,4,39,ADV-0249,The Flying Citadel,Dragonlance: Shadow of the Dragon Queen,Wizards of the Coast,14,Darkness / Horror Intensity,production-base,experiments/production-backlog-002/production-backlog-002-qwen-darkness-adv0249-v1.yml
250,4,40,ADV-0249,The Flying Citadel,Dragonlance: Shadow of the Dragon Queen,Wizards of the Coast,14,Player Beginner Suitability,production-base,experiments/production-backlog-002/production-backlog-002-qwen-player-beginner-adv0249-v1.yml
251,4,41,ADV-0249,The Flying Citadel,Dragonlance: Shadow of the Dragon Queen,Wizards of the Coast,14,Social Interaction Emphasis,phase6-v0.3,experiments/production-backlog-002/production-backlog-002-qwen-social-adv0249-v1.yml
252,4,42,ADV-0249,The Flying Citadel,Dragonlance: Shadow of the Dragon Queen,Wizards of the Coast,14,Investigation Emphasis,phase6-v0.4,experiments/production-backlog-002/production-backlog-002-qwen-investigation-adv0249-v1.yml
253,4,43,ADV-0090,Mother Knows Best,The Game Master's Book of Random Encounters,Topix Media Lab,8,Levels,levels-v2.1,experiments/production-backlog-002/production-backlog-002-qwen-levels-adv0090-v1.yml
254,4,44,ADV-0090,Mother Knows Best,The Game Master's Book of Random Encounters,Topix Media Lab,8,Combat Emphasis,production-base,experiments/production-backlog-002/production-backlog-002-qwen-combat-adv0090-v1.yml
255,4,45,ADV-0090,Mother Knows Best,The Game Master's Book of Random Encounters,Topix Media Lab,8,Structural Openness,production-base,experiments/production-backlog-002/production-backlog-002-qwen-structural-openness-adv0090-v1.yml
256,4,46,ADV-0090,Mother Knows Best,The Game Master's Book of Random Encounters,Topix Media Lab,8,Darkness / Horror Intensity,production-base,experiments/production-backlog-002/production-backlog-002-qwen-darkness-adv0090-v1.yml
257,4,47,ADV-0090,Mother Knows Best,The Game Master's Book of Random Encounters,Topix Media Lab,8,Player Beginner Suitability,production-base,experiments/production-backlog-002/production-backlog-002-qwen-player-beginner-adv0090-v1.yml
258,4,48,ADV-0090,Mother Knows Best,The Game Master's Book of Random Encounters,Topix Media Lab,8,Social Interaction Emphasis,phase6-v0.3,experiments/production-backlog-002/production-backlog-002-qwen-social-adv0090-v1.yml
259,4,49,ADV-0090,Mother Knows Best,The Game Master's Book of Random Encounters,Topix Media Lab,8,Investigation Emphasis,phase6-v0.4,experiments/production-backlog-002/production-backlog-002-qwen-investigation-adv0090-v1.yml
260,4,50,ADV-0009,Kings of Little Kingdoms,Tales From Eriador,Free League Publishing,14,Levels,levels-v2.1,experiments/production-backlog-002/production-backlog-002-qwen-levels-adv0009-v1.yml
261,4,51,ADV-0009,Kings of Little Kingdoms,Tales From Eriador,Free League Publishing,14,Combat Emphasis,production-base,experiments/production-backlog-002/production-backlog-002-qwen-combat-adv0009-v1.yml
262,4,52,ADV-0009,Kings of Little Kingdoms,Tales From Eriador,Free League Publishing,14,Structural Openness,production-base,experiments/production-backlog-002/production-backlog-002-qwen-structural-openness-adv0009-v1.yml
263,4,53,ADV-0009,Kings of Little Kingdoms,Tales From Eriador,Free League Publishing,14,Darkness / Horror Intensity,production-base,experiments/production-backlog-002/production-backlog-002-qwen-darkness-adv0009-v1.yml
264,4,54,ADV-0009,Kings of Little Kingdoms,Tales From Eriador,Free League Publishing,14,Player Beginner Suitability,production-base,experiments/production-backlog-002/production-backlog-002-qwen-player-beginner-adv0009-v1.yml
