case_index,pack_index,pack_case_index,adventure_id,adventure_title,source_book,publisher,page_count,dimension,profile,manifest_path
133,2,63,ADV-0300,Hell of a Summer,Waterdeep: Dragon Heist,Wizards of the Coast,16,Investigation Emphasis,phase6-v0.4,experiments/production-backlog-005/production-backlog-005-qwen-investigation-adv0300-v1.yml
134,2,64,ADV-0094,Nature vs. Nurture,The Game Master's Book of Random Encounters,Topix Media Lab,10,Levels,levels-v2.1,experiments/production-backlog-005/production-backlog-005-qwen-levels-adv0094-v1.yml
135,2,65,ADV-0094,Nature vs. Nurture,The Game Master's Book of Random Encounters,Topix Media Lab,10,Combat Emphasis,production-base,experiments/production-backlog-005/production-backlog-005-qwen-combat-adv0094-v1.yml
136,2,66,ADV-0094,Nature vs. Nurture,The Game Master's Book of Random Encounters,Topix Media Lab,10,Structural Openness,production-base,experiments/production-backlog-005/production-backlog-005-qwen-structural-openness-adv0094-v1.yml
137,2,67,ADV-0094,Nature vs. Nurture,The Game Master's Book of Random Encounters,Topix Media Lab,10,Darkness / Horror Intensity,production-base,experiments/production-backlog-005/production-backlog-005-qwen-darkness-adv0094-v1.yml
138,2,68,ADV-0094,Nature vs. Nurture,The Game Master's Book of Random Encounters,Topix Media Lab,10,Player Beginner Suitability,production-base,experiments/production-backlog-005/production-backlog-005-qwen-player-beginner-adv0094-v1.yml
139,2,69,ADV-0094,Nature vs. Nurture,The Game Master's Book of Random Encounters,Topix Media Lab,10,Social Interaction Emphasis,phase6-v0.3,experiments/production-backlog-005/production-backlog-005-qwen-social-adv0094-v1.yml
140,2,70,ADV-0094,Nature vs. Nurture,The Game Master's Book of Random Encounters,Topix Media Lab,10,Investigation Emphasis,phase6-v0.4,experiments/production-backlog-005/production-backlog-005-qwen-investigation-adv0094-v1.yml
141,3,1,ADV-0008,Messing About in Boats,Tales From Eriador,Free League Publishing,18,Levels,levels-v2.1,experiments/production-backlog-005/production-backlog-005-qwen-levels-adv0008-v1.yml
142,3,2,ADV-0008,Messing About in Boats,Tales From Eriador,Free League Publishing,18,Combat Emphasis,production-base,experiments/production-backlog-005/production-backlog-005-qwen-combat-adv0008-v1.yml
143,3,3,ADV-0008,Messing About in Boats,Tales From Eriador,Free League Publishing,18,Structural Openness,production-base,experiments/production-backlog-005/production-backlog-005-qwen-structural-openness-adv0008-v1.yml
144,3,4,ADV-0008,Messing About in Boats,Tales From Eriador,Free League Publishing,18,Darkness / Horror Intensity,production-base,experiments/production-backlog-005/production-backlog-005-qwen-darkness-adv0008-v1.yml
145,3,5,ADV-0008,Messing About in Boats,Tales From Eriador,Free League Publishing,18,Player Beginner Suitability,production-base,experiments/production-backlog-005/production-backlog-005-qwen-player-beginner-adv0008-v1.yml
146,3,6,ADV-0008,Messing About in Boats,Tales From Eriador,Free League Publishing,18,Social Interaction Emphasis,phase6-v0.3,experiments/production-backlog-005/production-backlog-005-qwen-social-adv0008-v1.yml
147,3,7,ADV-0008,Messing About in Boats,Tales From Eriador,Free League Publishing,18,Investigation Emphasis,phase6-v0.4,experiments/production-backlog-005/production-backlog-005-qwen-investigation-adv0008-v1.yml
148,3,8,ADV-0339,Seadeeps,Waterdeep: Dungeon of the Mad Mage,Wizards of the Coast,10,Levels,levels-v2.1,experiments/production-backlog-005/production-backlog-005-qwen-levels-adv0339-v1.yml
149,3,9,ADV-0339,Seadeeps,Waterdeep: Dungeon of the Mad Mage,Wizards of the Coast,10,Combat Emphasis,production-base,experiments/production-backlog-005/production-backlog-005-qwen-combat-adv0339-v1.yml
150,3,10,ADV-0339,Seadeeps,Waterdeep: Dungeon of the Mad Mage,Wizards of the Coast,10,Structural Openness,production-base,experiments/production-backlog-005/production-backlog-005-qwen-structural-openness-adv0339-v1.yml
151,3,11,ADV-0339,Seadeeps,Waterdeep: Dungeon of the Mad Mage,Wizards of the Coast,10,Darkness / Horror Intensity,production-base,experiments/production-backlog-005/production-backlog-005-qwen-darkness-adv0339-v1.yml
152,3,12,ADV-0339,Seadeeps,Waterdeep: Dungeon of the Mad Mage,Wizards of the Coast,10,Player Beginner Suitability,production-base,experiments/production-backlog-005/production-backlog-005-qwen-player-beginner-adv0339-v1.yml
153,3,13,ADV-0339,Seadeeps,Waterdeep: Dungeon of the Mad Mage,Wizards of the Coast,10,Social Interaction Emphasis,phase6-v0.3,experiments/production-backlog-005/production-backlog-005-qwen-social-adv0339-v1.yml
154,3,14,ADV-0339,Seadeeps,Waterdeep: Dungeon of the Mad Mage,Wizards of the Coast,10,Investigation Emphasis,phase6-v0.4,experiments/production-backlog-005/production-backlog-005-qwen-investigation-adv0339-v1.yml
155,3,15,ADV-0005,The Quest of Moria,Trials of Saruman,Free League Publishing,18,Levels,levels-v2.1,experiments/production-backlog-005/production-backlog-005-qwen-levels-adv0005-v1.yml
156,3,16,ADV-0005,The Quest of Moria,Trials of Saruman,Free League Publishing,18,Combat Emphasis,production-base,experiments/production-backlog-005/production-backlog-005-qwen-combat-adv0005-v1.yml
157,3,17,ADV-0005,The Quest of Moria,Trials of Saruman,Free League Publishing,18,Structural Openness,production-base,experiments/production-backlog-005/production-backlog-005-qwen-structural-openness-adv0005-v1.yml
158,3,18,ADV-0005,The Quest of Moria,Trials of Saruman,Free League Publishing,18,Darkness / Horror Intensity,production-base,experiments/production-backlog-005/production-backlog-005-qwen-darkness-adv0005-v1.yml
159,3,19,ADV-0005,The Quest of Moria,Trials of Saruman,Free League Publishing,18,Player Beginner Suitability,production-base,experiments/production-backlog-005/production-backlog-005-qwen-player-beginner-adv0005-v1.yml
160,3,20,ADV-0005,The Quest of Moria,Trials of Saruman,Free League Publishing,18,Social Interaction Emphasis,phase6-v0.3,experiments/production-backlog-005/production-backlog-005-qwen-social-adv0005-v1.yml
161,3,21,ADV-0005,The Quest of Moria,Trials of Saruman,Free League Publishing,18,Investigation Emphasis,phase6-v0.4,experiments/production-backlog-005/production-backlog-005-qwen-investigation-adv0005-v1.yml
162,3,22,ADV-0306,Tower of Zephyros,Storm King's Thunder,Wizards of the Coast,5,Levels,levels-v2.1,experiments/production-backlog-005/production-backlog-005-qwen-levels-adv0306-v1.yml
163,3,23,ADV-0306,Tower of Zephyros,Storm King's Thunder,Wizards of the Coast,5,Combat Emphasis,production-base,experiments/production-backlog-005/production-backlog-005-qwen-combat-adv0306-v1.yml
164,3,24,ADV-0306,Tower of Zephyros,Storm King's Thunder,Wizards of the Coast,5,Structural Openness,production-base,experiments/production-backlog-005/production-backlog-005-qwen-structural-openness-adv0306-v1.yml
165,3,25,ADV-0306,Tower of Zephyros,Storm King's Thunder,Wizards of the Coast,5,Darkness / Horror Intensity,production-base,experiments/production-backlog-005/production-backlog-005-qwen-darkness-adv0306-v1.yml
166,3,26,ADV-0306,Tower of Zephyros,Storm King's Thunder,Wizards of the Coast,5,Player Beginner Suitability,production-base,experiments/production-backlog-005/production-backlog-005-qwen-player-beginner-adv0306-v1.yml
167,3,27,ADV-0306,Tower of Zephyros,Storm King's Thunder,Wizards of the Coast,5,Social Interaction Emphasis,phase6-v0.3,experiments/production-backlog-005/production-backlog-005-qwen-social-adv0306-v1.yml
168,3,28,ADV-0306,Tower of Zephyros,Storm King's Thunder,Wizards of the Coast,5,Investigation Emphasis,phase6-v0.4,experiments/production-backlog-005/production-backlog-005-qwen-investigation-adv0306-v1.yml
169,3,29,ADV-0281,Downfall,The Wild Beyond the Witchlight,Wizards of the Coast,24,Levels,levels-v2.1,experiments/production-backlog-005/production-backlog-005-qwen-levels-adv0281-v1.yml
170,3,30,ADV-0281,Downfall,The Wild Beyond the Witchlight,Wizards of the Coast,24,Combat Emphasis,production-base,experiments/production-backlog-005/production-backlog-005-qwen-combat-adv0281-v1.yml
171,3,31,ADV-0281,Downfall,The Wild Beyond the Witchlight,Wizards of the Coast,24,Structural Openness,production-base,experiments/production-backlog-005/production-backlog-005-qwen-structural-openness-adv0281-v1.yml
172,3,32,ADV-0281,Downfall,The Wild Beyond the Witchlight,Wizards of the Coast,24,Darkness / Horror Intensity,production-base,experiments/production-backlog-005/production-backlog-005-qwen-darkness-adv0281-v1.yml
173,3,33,ADV-0281,Downfall,The Wild Beyond the Witchlight,Wizards of the Coast,24,Player Beginner Suitability,production-base,experiments/production-backlog-005/production-backlog-005-qwen-player-beginner-adv0281-v1.yml
174,3,34,ADV-0281,Downfall,The Wild Beyond the Witchlight,Wizards of the Coast,24,Social Interaction Emphasis,phase6-v0.3,experiments/production-backlog-005/production-backlog-005-qwen-social-adv0281-v1.yml
175,3,35,ADV-0281,Downfall,The Wild Beyond the Witchlight,Wizards of the Coast,24,Investigation Emphasis,phase6-v0.4,experiments/production-backlog-005/production-backlog-005-qwen-investigation-adv0281-v1.yml
176,3,36,ADV-0204,Holed Up,Icewind Dale: Rime of the Frostmaiden,Wizards of the Coast,6,Levels,levels-v2.1,experiments/production-backlog-005/production-backlog-005-qwen-levels-adv0204-v1.yml
177,3,37,ADV-0204,Holed Up,Icewind Dale: Rime of the Frostmaiden,Wizards of the Coast,6,Combat Emphasis,production-base,experiments/production-backlog-005/production-backlog-005-qwen-combat-adv0204-v1.yml
178,3,38,ADV-0204,Holed Up,Icewind Dale: Rime of the Frostmaiden,Wizards of the Coast,6,Structural Openness,production-base,experiments/production-backlog-005/production-backlog-005-qwen-structural-openness-adv0204-v1.yml
179,3,39,ADV-0204,Holed Up,Icewind Dale: Rime of the Frostmaiden,Wizards of the Coast,6,Darkness / Horror Intensity,production-base,experiments/production-backlog-005/production-backlog-005-qwen-darkness-adv0204-v1.yml
180,3,40,ADV-0204,Holed Up,Icewind Dale: Rime of the Frostmaiden,Wizards of the Coast,6,Player Beginner Suitability,production-base,experiments/production-backlog-005/production-backlog-005-qwen-player-beginner-adv0204-v1.yml
181,3,41,ADV-0204,Holed Up,Icewind Dale: Rime of the Frostmaiden,Wizards of the Coast,6,Social Interaction Emphasis,phase6-v0.3,experiments/production-backlog-005/production-backlog-005-qwen-social-adv0204-v1.yml
182,3,42,ADV-0204,Holed Up,Icewind Dale: Rime of the Frostmaiden,Wizards of the Coast,6,Investigation Emphasis,phase6-v0.4,experiments/production-backlog-005/production-backlog-005-qwen-investigation-adv0204-v1.yml
183,3,43,ADV-0259,A Reckoning in Ruins,Strixhaven: A Curriculum of Chaos,Wizards of the Coast,25,Levels,levels-v2.1,experiments/production-backlog-005/production-backlog-005-qwen-levels-adv0259-v1.yml
184,3,44,ADV-0259,A Reckoning in Ruins,Strixhaven: A Curriculum of Chaos,Wizards of the Coast,25,Combat Emphasis,production-base,experiments/production-backlog-005/production-backlog-005-qwen-combat-adv0259-v1.yml
185,3,45,ADV-0259,A Reckoning in Ruins,Strixhaven: A Curriculum of Chaos,Wizards of the Coast,25,Structural Openness,production-base,experiments/production-backlog-005/production-backlog-005-qwen-structural-openness-adv0259-v1.yml
186,3,46,ADV-0259,A Reckoning in Ruins,Strixhaven: A Curriculum of Chaos,Wizards of the Coast,25,Darkness / Horror Intensity,production-base,experiments/production-backlog-005/production-backlog-005-qwen-darkness-adv0259-v1.yml
187,3,47,ADV-0259,A Reckoning in Ruins,Strixhaven: A Curriculum of Chaos,Wizards of the Coast,25,Player Beginner Suitability,production-base,experiments/production-backlog-005/production-backlog-005-qwen-player-beginner-adv0259-v1.yml
188,3,48,ADV-0259,A Reckoning in Ruins,Strixhaven: A Curriculum of Chaos,Wizards of the Coast,25,Social Interaction Emphasis,phase6-v0.3,experiments/production-backlog-005/production-backlog-005-qwen-social-adv0259-v1.yml
189,3,49,ADV-0259,A Reckoning in Ruins,Strixhaven: A Curriculum of Chaos,Wizards of the Coast,25,Investigation Emphasis,phase6-v0.4,experiments/production-backlog-005/production-backlog-005-qwen-investigation-adv0259-v1.yml
190,3,50,ADV-0247,Threshold of the Heavens,Dragonlance: Shadow of the Dragon Queen,Wizards of the Coast,7,Levels,levels-v2.1,experiments/production-backlog-005/production-backlog-005-qwen-levels-adv0247-v1.yml
191,3,51,ADV-0247,Threshold of the Heavens,Dragonlance: Shadow of the Dragon Queen,Wizards of the Coast,7,Combat Emphasis,production-base,experiments/production-backlog-005/production-backlog-005-qwen-combat-adv0247-v1.yml
192,3,52,ADV-0247,Threshold of the Heavens,Dragonlance: Shadow of the Dragon Queen,Wizards of the Coast,7,Structural Openness,production-base,experiments/production-backlog-005/production-backlog-005-qwen-structural-openness-adv0247-v1.yml
193,3,53,ADV-0247,Threshold of the Heavens,Dragonlance: Shadow of the Dragon Queen,Wizards of the Coast,7,Darkness / Horror Intensity,production-base,experiments/production-backlog-005/production-backlog-005-qwen-darkness-adv0247-v1.yml
194,3,54,ADV-0247,Threshold of the Heavens,Dragonlance: Shadow of the Dragon Queen,Wizards of the Coast,7,Player Beginner Suitability,production-base,experiments/production-backlog-005/production-backlog-005-qwen-player-beginner-adv0247-v1.yml
195,3,55,ADV-0247,Threshold of the Heavens,Dragonlance: Shadow of the Dragon Queen,Wizards of the Coast,7,Social Interaction Emphasis,phase6-v0.3,experiments/production-backlog-005/production-backlog-005-qwen-social-adv0247-v1.yml
196,3,56,ADV-0247,Threshold of the Heavens,Dragonlance: Shadow of the Dragon Queen,Wizards of the Coast,7,Investigation Emphasis,phase6-v0.4,experiments/production-backlog-005/production-backlog-005-qwen-investigation-adv0247-v1.yml
197,3,57,ADV-0037,Beyond the Crystal Cave,Quests from the Infinite Staircase,Wizards of the Coast,26,Levels,levels-v2.1,experiments/production-backlog-005/production-backlog-005-qwen-levels-adv0037-v1.yml
198,3,58,ADV-0037,Beyond the Crystal Cave,Quests from the Infinite Staircase,Wizards of the Coast,26,Combat Emphasis,production-base,experiments/production-backlog-005/production-backlog-005-qwen-combat-adv0037-v1.yml
199,3,59,ADV-0037,Beyond the Crystal Cave,Quests from the Infinite Staircase,Wizards of the Coast,26,Structural Openness,production-base,experiments/production-backlog-005/production-backlog-005-qwen-structural-openness-adv0037-v1.yml
200,3,60,ADV-0037,Beyond the Crystal Cave,Quests from the Infinite Staircase,Wizards of the Coast,26,Darkness / Horror Intensity,production-base,experiments/production-backlog-005/production-backlog-005-qwen-darkness-adv0037-v1.yml
201,3,61,ADV-0037,Beyond the Crystal Cave,Quests from the Infinite Staircase,Wizards of the Coast,26,Player Beginner Suitability,production-base,experiments/production-backlog-005/production-backlog-005-qwen-player-beginner-adv0037-v1.yml
202,3,62,ADV-0037,Beyond the Crystal Cave,Quests from the Infinite Staircase,Wizards of the Coast,26,Social Interaction Emphasis,phase6-v0.3,experiments/production-backlog-005/production-backlog-005-qwen-social-adv0037-v1.yml
203,3,63,ADV-0037,Beyond the Crystal Cave,Quests from the Infinite Staircase,Wizards of the Coast,26,Investigation Emphasis,phase6-v0.4,experiments/production-backlog-005/production-backlog-005-qwen-investigation-adv0037-v1.yml
204,3,64,ADV-0258,Midnight at Lorehold,Strixhaven: A Curriculum of Chaos,Wizards of the Coast,7,Levels,levels-v2.1,experiments/production-backlog-005/production-backlog-005-qwen-levels-adv0258-v1.yml
205,3,65,ADV-0258,Midnight at Lorehold,Strixhaven: A Curriculum of Chaos,Wizards of the Coast,7,Combat Emphasis,production-base,experiments/production-backlog-005/production-backlog-005-qwen-combat-adv0258-v1.yml
206,3,66,ADV-0258,Midnight at Lorehold,Strixhaven: A Curriculum of Chaos,Wizards of the Coast,7,Structural Openness,production-base,experiments/production-backlog-005/production-backlog-005-qwen-structural-openness-adv0258-v1.yml
207,3,67,ADV-0258,Midnight at Lorehold,Strixhaven: A Curriculum of Chaos,Wizards of the Coast,7,Darkness / Horror Intensity,production-base,experiments/production-backlog-005/production-backlog-005-qwen-darkness-adv0258-v1.yml
208,3,68,ADV-0258,Midnight at Lorehold,Strixhaven: A Curriculum of Chaos,Wizards of the Coast,7,Player Beginner Suitability,production-base,experiments/production-backlog-005/production-backlog-005-qwen-player-beginner-adv0258-v1.yml
209,3,69,ADV-0258,Midnight at Lorehold,Strixhaven: A Curriculum of Chaos,Wizards of the Coast,7,Social Interaction Emphasis,phase6-v0.3,experiments/production-backlog-005/production-backlog-005-qwen-social-adv0258-v1.yml
210,3,70,ADV-0258,Midnight at Lorehold,Strixhaven: A Curriculum of Chaos,Wizards of the Coast,7,Investigation Emphasis,phase6-v0.4,experiments/production-backlog-005/production-backlog-005-qwen-investigation-adv0258-v1.yml
211,4,1,ADV-0055,Under the Black Mountains,Hunter's Full Moon Trilogy,Midnight Tower,28,Levels,levels-v2.1,experiments/production-backlog-005/production-backlog-005-qwen-levels-adv0055-v1.yml
212,4,2,ADV-0055,Under the Black Mountains,Hunter's Full Moon Trilogy,Midnight Tower,28,Combat Emphasis,production-base,experiments/production-backlog-005/production-backlog-005-qwen-combat-adv0055-v1.yml
213,4,3,ADV-0055,Under the Black Mountains,Hunter's Full Moon Trilogy,Midnight Tower,28,Structural Openness,production-base,experiments/production-backlog-005/production-backlog-005-qwen-structural-openness-adv0055-v1.yml
214,4,4,ADV-0055,Under the Black Mountains,Hunter's Full Moon Trilogy,Midnight Tower,28,Darkness / Horror Intensity,production-base,experiments/production-backlog-005/production-backlog-005-qwen-darkness-adv0055-v1.yml
215,4,5,ADV-0055,Under the Black Mountains,Hunter's Full Moon Trilogy,Midnight Tower,28,Player Beginner Suitability,production-base,experiments/production-backlog-005/production-backlog-005-qwen-player-beginner-adv0055-v1.yml
216,4,6,ADV-0055,Under the Black Mountains,Hunter's Full Moon Trilogy,Midnight Tower,28,Social Interaction Emphasis,phase6-v0.3,experiments/production-backlog-005/production-backlog-005-qwen-social-adv0055-v1.yml
217,4,7,ADV-0055,Under the Black Mountains,Hunter's Full Moon Trilogy,Midnight Tower,28,Investigation Emphasis,phase6-v0.4,experiments/production-backlog-005/production-backlog-005-qwen-investigation-adv0055-v1.yml
218,4,8,ADV-0265,Ruins of Thundertree,Phandelver and Below: The Shattered Obelisk,Wizards of the Coast,8,Levels,levels-v2.1,experiments/production-backlog-005/production-backlog-005-qwen-levels-adv0265-v1.yml
219,4,9,ADV-0265,Ruins of Thundertree,Phandelver and Below: The Shattered Obelisk,Wizards of the Coast,8,Combat Emphasis,production-base,experiments/production-backlog-005/production-backlog-005-qwen-combat-adv0265-v1.yml
220,4,10,ADV-0265,Ruins of Thundertree,Phandelver and Below: The Shattered Obelisk,Wizards of the Coast,8,Structural Openness,production-base,experiments/production-backlog-005/production-backlog-005-qwen-structural-openness-adv0265-v1.yml
221,4,11,ADV-0265,Ruins of Thundertree,Phandelver and Below: The Shattered Obelisk,Wizards of the Coast,8,Darkness / Horror Intensity,production-base,experiments/production-backlog-005/production-backlog-005-qwen-darkness-adv0265-v1.yml
222,4,12,ADV-0265,Ruins of Thundertree,Phandelver and Below: The Shattered Obelisk,Wizards of the Coast,8,Player Beginner Suitability,production-base,experiments/production-backlog-005/production-backlog-005-qwen-player-beginner-adv0265-v1.yml
223,4,13,ADV-0265,Ruins of Thundertree,Phandelver and Below: The Shattered Obelisk,Wizards of the Coast,8,Social Interaction Emphasis,phase6-v0.3,experiments/production-backlog-005/production-backlog-005-qwen-social-adv0265-v1.yml
224,4,14,ADV-0265,Ruins of Thundertree,Phandelver and Below: The Shattered Obelisk,Wizards of the Coast,8,Investigation Emphasis,phase6-v0.4,experiments/production-backlog-005/production-backlog-005-qwen-investigation-adv0265-v1.yml
225,4,15,ADV-0029,The Forge of Fury,Tales from the Yawning Portal,Wizards of the Coast,28,Levels,levels-v2.1,experiments/production-backlog-005/production-backlog-005-qwen-levels-adv0029-v1.yml
226,4,16,ADV-0029,The Forge of Fury,Tales from the Yawning Portal,Wizards of the Coast,28,Combat Emphasis,production-base,experiments/production-backlog-005/production-backlog-005-qwen-combat-adv0029-v1.yml
227,4,17,ADV-0029,The Forge of Fury,Tales from the Yawning Portal,Wizards of the Coast,28,Structural Openness,production-base,experiments/production-backlog-005/production-backlog-005-qwen-structural-openness-adv0029-v1.yml
228,4,18,ADV-0029,The Forge of Fury,Tales from the Yawning Portal,Wizards of the Coast,28,Darkness / Horror Intensity,production-base,experiments/production-backlog-005/production-backlog-005-qwen-darkness-adv0029-v1.yml
229,4,19,ADV-0029,The Forge of Fury,Tales from the Yawning Portal,Wizards of the Coast,28,Player Beginner Suitability,production-base,experiments/production-backlog-005/production-backlog-005-qwen-player-beginner-adv0029-v1.yml
230,4,20,ADV-0029,The Forge of Fury,Tales from the Yawning Portal,Wizards of the Coast,28,Social Interaction Emphasis,phase6-v0.3,experiments/production-backlog-005/production-backlog-005-qwen-social-adv0029-v1.yml
231,4,21,ADV-0029,The Forge of Fury,Tales from the Yawning Portal,Wizards of the Coast,28,Investigation Emphasis,phase6-v0.4,experiments/production-backlog-005/production-backlog-005-qwen-investigation-adv0029-v1.yml
232,4,22,ADV-0077,Death House,Curse of Strahd,Wizards of the Coast,10,Levels,levels-v2.1,experiments/production-backlog-005/production-backlog-005-qwen-levels-adv0077-v1.yml
233,4,23,ADV-0077,Death House,Curse of Strahd,Wizards of the Coast,10,Combat Emphasis,production-base,experiments/production-backlog-005/production-backlog-005-qwen-combat-adv0077-v1.yml
234,4,24,ADV-0077,Death House,Curse of Strahd,Wizards of the Coast,10,Structural Openness,production-base,experiments/production-backlog-005/production-backlog-005-qwen-structural-openness-adv0077-v1.yml
235,4,25,ADV-0077,Death House,Curse of Strahd,Wizards of the Coast,10,Darkness / Horror Intensity,production-base,experiments/production-backlog-005/production-backlog-005-qwen-darkness-adv0077-v1.yml
236,4,26,ADV-0077,Death House,Curse of Strahd,Wizards of the Coast,10,Player Beginner Suitability,production-base,experiments/production-backlog-005/production-backlog-005-qwen-player-beginner-adv0077-v1.yml
237,4,27,ADV-0077,Death House,Curse of Strahd,Wizards of the Coast,10,Social Interaction Emphasis,phase6-v0.3,experiments/production-backlog-005/production-backlog-005-qwen-social-adv0077-v1.yml
238,4,28,ADV-0077,Death House,Curse of Strahd,Wizards of the Coast,10,Investigation Emphasis,phase6-v0.4,experiments/production-backlog-005/production-backlog-005-qwen-investigation-adv0077-v1.yml
239,4,29,ADV-0342,Runestone Caverns,Waterdeep: Dungeon of the Mad Mage,Wizards of the Coast,12,Levels,levels-v2.1,experiments/production-backlog-005/production-backlog-005-qwen-levels-adv0342-v1.yml
240,4,30,ADV-0342,Runestone Caverns,Waterdeep: Dungeon of the Mad Mage,Wizards of the Coast,12,Combat Emphasis,production-base,experiments/production-backlog-005/production-backlog-005-qwen-combat-adv0342-v1.yml
241,4,31,ADV-0342,Runestone Caverns,Waterdeep: Dungeon of the Mad Mage,Wizards of the Coast,12,Structural Openness,production-base,experiments/production-backlog-005/production-backlog-005-qwen-structural-openness-adv0342-v1.yml
242,4,32,ADV-0342,Runestone Caverns,Waterdeep: Dungeon of the Mad Mage,Wizards of the Coast,12,Darkness / Horror Intensity,production-base,experiments/production-backlog-005/production-backlog-005-qwen-darkness-adv0342-v1.yml
243,4,33,ADV-0342,Runestone Caverns,Waterdeep: Dungeon of the Mad Mage,Wizards of the Coast,12,Player Beginner Suitability,production-base,experiments/production-backlog-005/production-backlog-005-qwen-player-beginner-adv0342-v1.yml
244,4,34,ADV-0342,Runestone Caverns,Waterdeep: Dungeon of the Mad Mage,Wizards of the Coast,12,Social Interaction Emphasis,phase6-v0.3,experiments/production-backlog-005/production-backlog-005-qwen-social-adv0342-v1.yml
245,4,35,ADV-0342,Runestone Caverns,Waterdeep: Dungeon of the Mad Mage,Wizards of the Coast,12,Investigation Emphasis,phase6-v0.4,experiments/production-backlog-005/production-backlog-005-qwen-investigation-adv0342-v1.yml
246,4,36,ADV-0172,Salted Legacy,Journeys Through the Radiant Citadel,Wizards of the Coast,13,Levels,levels-v2.1,experiments/production-backlog-005/production-backlog-005-qwen-levels-adv0172-v1.yml
247,4,37,ADV-0172,Salted Legacy,Journeys Through the Radiant Citadel,Wizards of the Coast,13,Combat Emphasis,production-base,experiments/production-backlog-005/production-backlog-005-qwen-combat-adv0172-v1.yml
248,4,38,ADV-0172,Salted Legacy,Journeys Through the Radiant Citadel,Wizards of the Coast,13,Structural Openness,production-base,experiments/production-backlog-005/production-backlog-005-qwen-structural-openness-adv0172-v1.yml
249,4,39,ADV-0172,Salted Legacy,Journeys Through the Radiant Citadel,Wizards of the Coast,13,Darkness / Horror Intensity,production-base,experiments/production-backlog-005/production-backlog-005-qwen-darkness-adv0172-v1.yml
250,4,40,ADV-0172,Salted Legacy,Journeys Through the Radiant Citadel,Wizards of the Coast,13,Player Beginner Suitability,production-base,experiments/production-backlog-005/production-backlog-005-qwen-player-beginner-adv0172-v1.yml
251,4,41,ADV-0172,Salted Legacy,Journeys Through the Radiant Citadel,Wizards of the Coast,13,Social Interaction Emphasis,phase6-v0.3,experiments/production-backlog-005/production-backlog-005-qwen-social-adv0172-v1.yml
252,4,42,ADV-0172,Salted Legacy,Journeys Through the Radiant Citadel,Wizards of the Coast,13,Investigation Emphasis,phase6-v0.4,experiments/production-backlog-005/production-backlog-005-qwen-investigation-adv0172-v1.yml
253,4,43,ADV-0197,Fire and Darkness,Keys from the Golden Vault,Wizards of the Coast,13,Levels,levels-v2.1,experiments/production-backlog-005/production-backlog-005-qwen-levels-adv0197-v1.yml
254,4,44,ADV-0197,Fire and Darkness,Keys from the Golden Vault,Wizards of the Coast,13,Combat Emphasis,production-base,experiments/production-backlog-005/production-backlog-005-qwen-combat-adv0197-v1.yml
255,4,45,ADV-0197,Fire and Darkness,Keys from the Golden Vault,Wizards of the Coast,13,Structural Openness,production-base,experiments/production-backlog-005/production-backlog-005-qwen-structural-openness-adv0197-v1.yml
256,4,46,ADV-0197,Fire and Darkness,Keys from the Golden Vault,Wizards of the Coast,13,Darkness / Horror Intensity,production-base,experiments/production-backlog-005/production-backlog-005-qwen-darkness-adv0197-v1.yml
257,4,47,ADV-0197,Fire and Darkness,Keys from the Golden Vault,Wizards of the Coast,13,Player Beginner Suitability,production-base,experiments/production-backlog-005/production-backlog-005-qwen-player-beginner-adv0197-v1.yml
258,4,48,ADV-0197,Fire and Darkness,Keys from the Golden Vault,Wizards of the Coast,13,Social Interaction Emphasis,phase6-v0.3,experiments/production-backlog-005/production-backlog-005-qwen-social-adv0197-v1.yml
259,4,49,ADV-0197,Fire and Darkness,Keys from the Golden Vault,Wizards of the Coast,13,Investigation Emphasis,phase6-v0.4,experiments/production-backlog-005/production-backlog-005-qwen-investigation-adv0197-v1.yml
260,4,50,ADV-0113,Baker's Doesn't,Dragon Delves,Wizards of the Coast,14,Levels,levels-v2.1,experiments/production-backlog-005/production-backlog-005-qwen-levels-adv0113-v1.yml
261,4,51,ADV-0113,Baker's Doesn't,Dragon Delves,Wizards of the Coast,14,Combat Emphasis,production-base,experiments/production-backlog-005/production-backlog-005-qwen-combat-adv0113-v1.yml
262,4,52,ADV-0113,Baker's Doesn't,Dragon Delves,Wizards of the Coast,14,Structural Openness,production-base,experiments/production-backlog-005/production-backlog-005-qwen-structural-openness-adv0113-v1.yml
263,4,53,ADV-0113,Baker's Doesn't,Dragon Delves,Wizards of the Coast,14,Darkness / Horror Intensity,production-base,experiments/production-backlog-005/production-backlog-005-qwen-darkness-adv0113-v1.yml
264,4,54,ADV-0113,Baker's Doesn't,Dragon Delves,Wizards of the Coast,14,Player Beginner Suitability,production-base,experiments/production-backlog-005/production-backlog-005-qwen-player-beginner-adv0113-v1.yml
265,4,55,ADV-0113,Baker's Doesn't,Dragon Delves,Wizards of the Coast,14,Social Interaction Emphasis,phase6-v0.3,experiments/production-backlog-005/production-backlog-005-qwen-social-adv0113-v1.yml
266,4,56,ADV-0113,Baker's Doesn't,Dragon Delves,Wizards of the Coast,14,Investigation Emphasis,phase6-v0.4,experiments/production-backlog-005/production-backlog-005-qwen-investigation-adv0113-v1.yml
